TP1;TIRA;TP2;ECH;PER;NDEP;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;TOIS;TDIS;TDIP;TDMO;TDMD;TFIN
4;039;001;083;03;02;1;00;41;024005;039002;05;;;;;;1466;2199;2199;0;333;0
4;039;001;083;04;01;1;00;11;039001;039002;00;0;1;3;2;00;1084;1539;1539;0;0;0
4;039;001;083;04;02;1;00;11;039002;039001;00;0;1;1;2;00;1084;1539;1539;0;0;0
4;039;001;085;01;01;1;00;21;039001;040018;01;1;1;3;2;00;4168;7108;7108;0;67;0
4;039;001;085;01;02;1;01;21;040018;039001;00;1;1;1;2;00;4168;6879;6879;67;0;0
4;039;001;085;02;01;1;00;21;039001;018005;01;2;1;1;2;00;4979;7165;7165;0;67;0
4;039;001;085;02;02;1;01;21;018005;039002;00;2;1;0;;00;3948;5848;5848;67;0;0
4;039;001;085;02;03;1;00;21;039002;039001;00;2;1;2;2;00;1084;1539;1539;0;0;0
4;039;001;085;02;04;1;00;21;039001;018005;01;2;1;1;2;00;4979;7165;7165;0;67;0
4;039;001;085;02;05;1;01;21;018005;039001;00;2;1;2;2;00;4979;7283;7283;67;0;0
4;039;001;086;01;01;1;00;21;039001;028451;00;1;1;3;3;00;11213;18123;18123;0;0;0
4;039;001;086;01;02;1;00;21;028451;039001;00;1;1;1;2;00;11213;17657;17657;0;0;0
4;039;001;086;01;03;1;00;21;039001;038002;00;1;1;3;2;00;4852;9594;9594;0;0;0
4;039;001;086;01;04;1;00;21;038002;039001;00;1;1;1;2;00;4852;9801;9801;0;0;0
4;039;001;086;01;05;1;00;21;039001;039002;00;1;1;3;2;00;1084;1539;1539;0;0;0
4;039;001;086;01;06;1;00;21;039002;039001;00;1;1;1;2;00;1084;1539;1539;0;0;0
4;039;001;086;02;01;1;00;21;039001;073004;00;2;1;1;2;00;28885;40356;40356;0;0;0
4;039;001;086;02;02;1;00;21;073004;039001;00;2;1;1;2;00;28885;42658;42658;0;0;0
4;039;001;086;03;01;1;00;21;039001;060003;00;3;1;1;2;00;26371;34453;34453;0;0;0
4;039;001;086;03;02;1;00;21;060003;039001;00;3;1;1;2;00;26371;34052;34052;0;0;0
4;039;001;086;03;03;1;00;21;039001;038002;00;3;1;3;2;00;4852;9594;9594;0;0;0
4;039;001;086;03;04;1;00;21;038002;039001;00;3;1;1;2;00;4852;9801;9801;0;0;0
4;039;001;096;01;01;1;00;11;039001;039001;00;0;1;2;2;00;388;699;699;0;0;0
4;039;001;096;01;02;1;00;11;039001;039001;00;0;1;1;2;00;388;699;699;0;0;0
4;039;001;112;01;01;1;00;21;039001;039002;00;1;1;3;2;00;1084;1539;1539;0;0;0
4;039;001;112;01;02;1;00;21;039002;039001;00;1;1;1;2;00;1084;1539;1539;0;0;0
4;039;001;112;01;03;1;00;11;039001;040006;00;0;1;0;;00;4164;5469;5469;0;0;0
4;039;001;112;01;04;1;00;11;040006;039001;00;0;1;1;2;00;4164;5469;5469;0;0;0
4;039;001;112;02;01;1;00;21;039001;022007;02;2;1;2;2;00;6462;8379;8379;0;133;0
4;039;001;112;02;01;2;02;32;022006;010005;02;;;;;;4202;6303;6303;133;133;0
4;039;001;112;02;02;1;02;32;010005;028011;05;;;;;;1865;2797;2797;133;333;0
4;039;001;112;02;03;1;05;32;028011;010005;02;;;;;;1865;2797;2797;333;133;0
4;039;001;112;02;04;1;02;32;010005;022006;02;;;;;;4202;6303;6303;133;133;0
4;039;001;112;02;04;2;02;21;022007;039001;00;2;1;1;2;00;6462;8441;8441;133;0;0
4;039;001;112;02;05;1;00;21;039001;039002;00;2;1;2;2;00;1084;1539;1539;0;0;0
4;039;001;112;02;06;1;00;21;039002;039001;00;2;1;1;2;00;1084;1539;1539;0;0;0
4;039;001;116;01;01;1;00;22;039001;023004;00;;;;;;3502;4469;4469;0;0;0
4;039;001;116;01;02;1;00;22;023004;039001;00;;;;;;3502;4549;4549;0;0;0
4;039;001;120;01;01;1;00;21;039001;005002;00;1;2;0;;00;7764;9162;9162;0;0;0
4;039;001;120;01;02;1;00;21;005002;040451;01;1;1;3;2;00;4921;6382;6382;0;67;0
4;039;001;120;01;03;1;01;21;040451;039001;00;1;1;1;2;00;4050;6320;6320;67;0;0
4;039;001;120;01;04;1;00;21;039001;040001;00;1;2;0;;00;4630;7001;7001;0;0;0
4;039;001;120;01;05;1;00;21;040001;039001;00;1;1;1;2;00;4630;7003;7003;0;0;0
4;039;001;120;02;01;1;00;21;039001;006004;00;2;2;0;;00;7320;8292;8292;0;0;0
4;039;001;120;02;02;1;00;21;006004;025351;02;2;1;3;2;00;1921;2238;2238;0;133;0
4;039;001;120;02;03;1;02;21;025351;025001;01;2;1;3;2;00;244;505;505;133;67;0
4;039;001;120;02;04;1;01;21;025001;025351;02;2;1;3;2;00;244;505;505;67;133;0
4;039;001;120;02;05;1;02;21;025351;039001;00;2;1;1;2;00;6001;7902;7902;133;0;0
4;039;001;120;02;06;1;00;21;039001;040001;00;2;1;0;;00;4630;7001;7001;0;0;0
4;039;001;120;02;07;1;00;21;040001;039001;00;2;2;1;2;00;4630;7003;7003;0;0;0
4;039;001;120;03;01;1;00;22;039001;005002;00;;;;;;7764;9162;9162;0;0;0
4;039;001;120;03;02;2;01;31;023002;039001;03;;;;;;3623;5435;5435;67;200;0
4;039;001;120;03;02;1;20;32;006010;023001;01;;;;;;3486;5229;5229;1333;67;0
4;039;001;120;03;03;1;00;22;039001;040001;00;;;;;;4630;7001;7001;0;0;0
4;039;001;120;03;04;1;00;22;040001;039001;00;;;;;;4630;7003;7003;0;0;0
4;039;001;120;04;01;1;00;22;039001;006004;00;;;;;;7320;8292;8292;0;0;0
4;039;001;120;04;02;2;01;31;023002;039001;03;;;;;;3623;5435;5435;67;200;0
4;039;001;120;04;02;1;10;32;006010;023001;01;;;;;;3486;5229;5229;667;67;0
4;039;001;120;04;03;1;00;22;039001;040001;00;;;;;;4630;7001;7001;0;0;0
4;039;001;120;04;04;1;00;22;040001;039001;00;;;;;;4630;7003;7003;0;0;0
4;039;001;142;01;01;1;01;21;039001;930123;00;1;1;3;2;00;31349;41074;37100;67;0;0
4;039;001;142;01;02;1;00;21;930123;039001;01;1;1;3;2;00;31349;41650;36565;0;67;0
4;039;001;142;03;01;2;00;22;039002;019007;00;;;;;;4156;6748;6748;0;0;0
4;039;001;142;03;01;1;05;22;039002;039002;00;;;;;;387;697;697;333;0;0
4;039;001;142;03;02;1;00;22;019007;039001;00;;;;;;5132;8467;8467;0;0;0
4;039;002;001;01;01;1;00;21;039002;040451;00;1;2;3;2;05;3136;4532;4532;0;0;0
4;039;002;001;01;02;1;00;21;040451;039002;00;1;2;1;2;00;3136;4569;4569;0;0;0
4;039;002;001;01;03;1;00;21;039002;017004;00;1;2;3;2;00;5621;7350;7350;0;0;0
4;039;002;001;01;04;1;00;21;017004;039002;00;1;2;1;2;00;5621;7395;7395;0;0;0
4;039;002;001;02;01;1;00;22;039002;040451;00;;;;;;3136;4532;4532;0;0;0
4;039;002;001;02;02;1;00;22;040451;039002;00;;;;;;3136;4569;4569;0;0;0
4;039;002;001;02;03;1;00;22;039002;017004;00;;;;;;5621;7350;7350;0;0;0
4;039;002;001;02;04;1;00;22;017004;039002;00;;;;;;5621;7395;7395;0;0;0
4;039;002;004;01;01;1;00;21;039002;039001;01;1;2;2;2;00;1084;1539;1539;0;67;0
4;039;002;004;01;02;1;01;21;039001;040012;00;1;1;3;1;00;3065;6702;6702;67;0;0
4;039;002;004;01;03;1;00;21;040012;039002;00;1;1;2;2;00;3230;6168;6168;0;0;0
4;039;002;004;02;01;1;00;21;039002;039003;01;2;2;2;2;00;2070;3487;3487;0;67;0
4;039;002;004;02;02;1;01;21;039003;023005;01;2;1;3;2;00;900;2294;2294;67;67;0
4;039;002;004;02;03;1;01;21;023005;039003;01;2;1;2;2;00;900;1608;1608;67;67;0
4;039;002;004;02;04;1;01;21;039003;039002;00;2;2;2;2;00;2070;3548;3548;67;0;0
4;039;002;004;03;01;1;00;22;039002;039001;01;;;;;;1084;1539;1539;0;67;0
4;039;002;007;01;01;1;00;15;039002;001011;00;1;1;1;2;00;6953;8081;8081;0;0;0
4;039;002;007;01;02;1;00;15;001011;039002;00;1;1;1;2;00;6953;8011;8011;0;0;0
4;039;002;007;02;01;1;00;21;039002;040018;00;1;1;1;2;00;3307;5122;5122;0;0;0
4;039;002;007;02;02;1;00;21;040018;039002;00;1;1;2;2;00;3307;5129;5129;0;0;0
4;039;002;008;01;01;1;01;31;039002;023001;01;;;;;;2720;4081;4081;67;67;0
4;039;002;008;01;01;2;01;32;023001;002005;35;;;;;;4774;7162;7162;67;2333;0
4;039;002;008;01;04;2;01;31;023001;039002;01;;;;;;2720;4081;4081;67;67;0
4;039;002;008;01;04;1;01;32;002005;023001;01;;;;;;4774;7162;7162;67;67;0
4;039;002;011;02;01;1;00;21;039002;023001;01;1;1;5;3;00;2720;3389;3389;0;67;0
4;039;002;011;02;01;2;01;32;023001;001011;10;;;;;;4239;6359;6359;67;667;0
4;039;002;011;02;05;2;01;21;023001;039002;00;1;1;2;2;00;2720;3388;3388;67;0;0
4;039;002;011;02;05;1;05;32;002005;023001;01;;;;;;4774;7162;7162;333;67;0
4;039;002;020;01;01;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;020;01;02;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;020;01;03;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;020;01;04;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;020;01;05;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;020;01;06;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;020;02;01;1;00;21;039002;039002;00;1;4;0;;00;387;697;697;0;0;0
4;039;002;020;02;02;1;00;21;039002;039002;00;1;3;0;;00;387;697;697;0;0;0
4;039;002;020;02;03;1;00;21;039002;039002;00;1;2;1;2;00;387;697;697;0;0;0
4;039;002;020;02;06;1;00;21;039002;039002;00;1;2;2;2;00;387;697;697;0;0;0
4;039;002;020;02;07;1;00;21;039002;039002;00;1;3;2;2;00;387;697;697;0;0;0
4;039;002;020;02;08;1;00;21;039002;039002;00;1;4;1;2;00;387;697;697;0;0;0
4;039;002;020;03;01;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;020;03;02;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;020;03;03;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;021;01;01;1;00;61;039002;023004;00;;;;;;2441;3034;3034;0;0;0
4;039;002;021;01;02;1;00;61;023004;039002;00;;;;;;2441;3114;3114;0;0;0
4;039;002;027;01;01;1;00;21;039002;039002;00;1;1;3;2;00;387;697;697;0;0;0
4;039;002;027;01;04;1;00;21;039002;039002;00;1;1;1;2;00;387;697;697;0;0;0
4;039;002;031;01;01;1;00;21;039002;029005;00;2;1;1;2;00;9662;14789;14789;0;0;0
4;039;002;031;01;02;1;00;21;029005;039002;00;2;1;3;2;00;9662;14879;14879;0;0;0
4;039;002;037;01;01;1;00;21;039002;039002;00;1;1;3;2;01;387;697;697;0;0;0
4;039;002;037;01;02;1;00;21;039002;039002;00;1;1;1;2;00;387;697;697;0;0;0
4;039;002;037;01;03;1;00;21;039002;023001;00;1;1;5;3;01;2720;3389;3389;0;0;0
4;039;002;037;01;03;2;00;32;023001;002007;10;;;;;;4571;6856;6856;0;667;0
4;039;002;037;01;03;3;10;32;002007;010005;10;;;;;;1973;2959;2959;667;667;0
4;039;002;037;01;06;2;00;21;023001;039002;00;1;1;1;2;00;2720;3388;3388;0;0;0
4;039;002;037;01;06;1;10;32;009006;023001;00;;;;;;5308;7962;7962;667;0;0
4;039;002;040;01;01;1;00;21;039002;039002;01;1;2;2;2;00;387;697;697;0;67;0
4;039;002;040;01;02;1;01;21;039002;039002;00;1;1;1;2;00;387;697;697;67;0;0
4;039;002;040;01;03;1;00;21;039002;002001;05;1;1;4;3;00;7191;7957;7957;0;333;0
4;039;002;040;01;04;1;05;21;002001;039002;00;1;1;1;2;00;7191;8336;8336;333;0;0
4;039;002;040;01;05;1;00;21;039002;039002;01;1;1;2;2;00;387;697;697;0;67;0
4;039;002;040;01;06;1;01;21;039002;039002;00;1;2;1;2;00;387;697;697;67;0;0
4;039;002;040;02;01;1;00;22;039002;039002;01;;;;;;387;697;697;0;67;0
4;039;002;040;02;02;1;01;22;039002;039002;00;;;;;;387;697;697;67;0;0
4;039;002;044;01;01;1;00;21;039002;024002;00;1;1;3;2;00;1729;3367;3367;0;0;0
4;039;002;044;01;02;1;00;21;024002;039003;00;1;1;3;2;00;1763;2354;2354;0;0;0
4;039;002;044;01;03;1;00;21;039003;039002;00;1;1;2;2;00;2070;3548;3548;0;0;0
4;039;002;052;01;01;1;00;21;039002;016002;01;1;1;3;2;00;4831;8342;8342;0;67;0
4;039;002;052;01;02;1;01;21;016002;039002;00;1;1;2;2;00;4831;8333;8333;67;0;0
4;039;002;052;02;01;1;00;21;039002;006004;00;2;2;0;;00;6236;6857;6857;0;0;0
4;039;002;052;02;02;1;00;21;006004;004001;00;2;1;3;2;00;983;1670;1670;0;0;0
4;039;002;052;02;03;1;00;21;004001;035451;00;2;1;3;2;00;4192;4873;4873;0;0;0
4;039;002;052;02;04;1;00;21;035451;004001;00;2;1;3;2;00;4192;5192;5192;0;0;0
4;039;002;052;02;05;1;00;21;004001;039002;00;2;1;1;2;00;6611;8744;8744;0;0;0
4;039;002;052;02;06;1;00;21;039002;039002;00;2;2;3;2;00;387;697;697;0;0;0
4;039;002;052;02;07;1;00;21;039002;039002;00;2;2;1;2;00;387;697;697;0;0;0
4;039;002;052;03;01;1;00;22;039002;006004;04;;;;;;6236;6857;6857;0;267;0
4;039;002;052;03;02;1;05;22;006010;039002;00;;;;;;6194;7816;7816;333;0;0
4;039;002;052;03;03;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;052;03;04;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;052;04;01;1;00;22;039002;018002;00;;;;;;3971;5579;5579;0;0;0
4;039;002;052;04;06;1;02;22;018001;039002;00;;;;;;4368;5971;5971;133;0;0
4;039;002;054;01;01;1;00;21;039002;019003;00;1;2;0;;00;3325;6464;6464;0;0;0
4;039;002;054;01;02;1;00;21;019003;020003;00;1;1;3;2;00;636;2051;2051;0;0;0
4;039;002;054;01;03;1;00;21;020003;039002;00;1;1;2;2;00;2913;7993;7993;0;0;0
4;039;002;054;01;04;1;00;21;039002;030001;00;2;1;3;2;00;7701;12140;12140;0;0;0
4;039;002;054;01;05;1;00;22;030001;039002;00;;;;;;7701;12683;12683;0;0;0
4;039;002;054;02;01;1;02;31;039002;023001;00;;;;;;2720;4081;4081;133;0;0
4;039;002;054;02;01;2;00;32;023001;002007;05;;;;;;4571;6856;6856;0;333;0
4;039;002;054;02;06;1;05;32;002007;029003;00;;;;;;2469;3704;3704;333;0;0
4;039;002;054;02;06;3;00;21;030001;039002;00;2;2;2;2;00;7701;12683;12683;0;0;0
4;039;002;054;02;06;2;00;31;029003;030001;00;;;;;;620;929;929;0;0;0
4;039;002;054;03;01;1;02;31;039002;023001;00;;;;;;2720;4081;4081;133;0;0
4;039;002;054;03;01;2;00;32;023001;002007;05;;;;;;4571;6856;6856;0;333;0
4;039;002;054;03;02;1;03;32;009006;010005;15;;;;;;1215;1822;1822;200;1000;0
4;039;002;061;01;01;1;00;21;039002;033451;01;1;2;3;2;00;12102;21588;21588;0;67;0
4;039;002;061;01;02;1;02;21;033451;043451;01;1;2;3;2;00;1103;1603;1603;133;67;0
4;039;002;061;01;03;1;01;21;043451;032005;00;1;2;3;2;00;1259;2780;2780;67;0;0
4;039;002;061;01;04;1;00;21;032005;039002;00;1;2;1;2;00;12558;23374;23374;0;0;0
4;039;002;061;01;05;1;00;21;039002;039002;00;1;2;0;;00;387;697;697;0;0;0
4;039;002;061;01;06;1;00;21;039002;009010;01;1;1;3;2;00;8381;9434;9434;0;67;0
4;039;002;061;01;07;1;01;21;009010;039002;00;1;1;1;2;00;8381;9719;9719;67;0;0
4;039;002;061;02;01;1;00;22;039002;033451;01;;;;;;12102;21588;21588;0;67;0
4;039;002;061;02;02;1;02;22;033451;043451;01;;;;;;1103;1603;1603;133;67;0
4;039;002;061;02;03;1;01;22;043451;032005;00;;;;;;1259;2780;2780;67;0;0
4;039;002;061;02;04;1;00;22;032005;039002;00;;;;;;12558;23374;23374;0;0;0
4;039;002;061;02;05;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;061;02;06;1;00;22;039002;023001;01;;;;;;2720;3389;3389;0;67;0
4;039;002;061;02;06;2;01;32;023001;002007;01;;;;;;4571;6856;6856;67;67;0
4;039;002;061;02;07;2;01;22;023001;039002;03;;;;;;2720;3388;3388;67;200;0
4;039;002;061;02;07;1;01;32;002007;023001;01;;;;;;4571;6856;6856;67;67;0
4;039;002;065;01;01;1;00;21;039002;062014;00;1;1;3;2;00;17532;21246;21246;0;0;0
4;039;002;065;01;02;1;00;21;062014;039002;00;1;1;3;2;00;17532;21250;21250;0;0;0
4;039;002;065;01;03;1;00;21;039002;039002;00;1;1;1;2;00;387;697;697;0;0;0
4;039;002;065;02;01;1;00;21;039002;040014;00;2;1;3;2;00;7625;11191;11191;0;0;0
4;039;002;065;02;02;1;00;21;040014;039002;00;2;1;1;2;00;7625;11261;11261;0;0;0
4;039;002;065;02;03;1;00;21;039002;040014;00;2;1;3;2;00;7625;11191;11191;0;0;0
4;039;002;065;02;04;1;00;21;040014;039002;00;2;1;1;2;00;7625;11261;11261;0;0;0
4;039;002;078;01;01;1;00;21;039002;040001;00;1;1;3;2;00;5128;6980;6980;0;0;0
4;039;002;078;01;02;1;00;21;040001;039002;00;1;1;2;2;00;5128;6982;6982;0;0;0
4;039;002;078;01;03;1;00;21;039002;039002;00;1;2;3;2;00;387;697;697;0;0;0
4;039;002;078;01;04;1;00;21;039002;039002;00;1;2;0;;00;387;697;697;0;0;0
4;039;002;078;01;05;1;00;21;039002;039002;00;1;1;3;2;00;387;697;697;0;0;0
4;039;002;078;01;06;1;00;21;039002;039002;00;1;1;0;;00;387;697;697;0;0;0
4;039;002;078;01;07;1;00;21;039002;039002;00;1;2;3;2;00;387;697;697;0;0;0
4;039;002;078;02;01;1;00;81;039002;041005;00;2;2;0;;00;6600;9668;9668;0;0;0
4;039;002;078;02;02;1;00;81;041005;012001;00;2;1;3;2;00;9189;13584;13584;0;0;0
4;039;002;078;02;03;1;00;81;012001;037014;00;7;1;0;;00;12871;19924;19924;0;0;0
4;039;002;078;02;04;1;00;81;037014;012001;00;7;1;3;2;00;12871;20016;20016;0;0;0
4;039;002;078;02;05;1;00;81;012001;011006;00;7;1;3;2;00;1615;2404;2404;0;0;0
4;039;002;078;02;06;1;00;81;011006;012001;00;7;1;3;2;00;1615;2381;2381;0;0;0
4;039;002;078;02;07;1;00;81;012001;052009;00;7;1;0;;00;18746;22839;22839;0;0;0
4;039;002;078;02;08;1;00;81;052009;012001;00;7;1;3;2;00;18746;23892;23892;0;0;0
4;039;002;078;02;09;1;00;81;012001;040007;00;2;1;3;2;00;11184;14610;14610;0;0;0
4;039;002;078;02;10;1;00;81;040007;039002;00;2;1;2;2;00;4243;5864;5864;0;0;0
4;039;002;078;02;11;1;00;81;039002;039002;00;2;1;2;2;00;387;697;697;0;0;0
4;039;002;078;02;12;1;00;81;039002;039002;00;2;1;2;2;00;387;697;697;0;0;0
4;039;002;078;03;01;1;00;22;039002;040001;05;;;;;;5128;6980;6980;0;333;0
4;039;002;078;03;02;1;05;22;040001;063003;00;;;;;;3896;4785;4785;333;0;0
4;039;002;078;03;03;1;00;22;063003;039002;00;;;;;;8978;11701;11701;0;0;0
4;039;002;078;04;01;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;078;04;02;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;078;04;03;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;078;04;04;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;079;01;01;1;00;21;039002;039002;00;2;1;3;2;00;387;697;697;0;0;0
4;039;002;079;01;02;1;00;21;039002;039002;00;2;1;1;2;00;387;697;697;0;0;0
4;039;002;079;01;03;1;00;21;039002;039002;00;2;1;3;2;00;387;697;697;0;0;0
4;039;002;079;01;04;1;00;21;039002;039002;00;2;1;1;2;00;387;697;697;0;0;0
4;039;002;079;01;05;1;00;21;039002;039003;00;2;1;3;2;00;2070;3487;3487;0;0;0
4;039;002;079;01;06;1;00;21;039003;039002;00;2;1;1;2;00;2070;3548;3548;0;0;0
4;039;002;079;04;01;1;05;31;039002;023002;00;;;;;;2544;3816;3816;333;0;0
4;039;002;079;04;01;2;00;32;023001;028005;05;;;;;;5906;8859;8859;0;333;0
4;039;002;079;04;02;2;00;31;023002;039002;05;;;;;;2544;3816;3816;0;333;0
4;039;002;079;04;02;1;05;32;028005;023001;00;;;;;;5906;8859;8859;333;0;0
4;039;002;079;05;01;1;08;31;039002;023002;00;;;;;;2544;3816;3816;533;0;0
4;039;002;079;05;01;2;00;32;023001;022006;10;;;;;;2466;3699;3699;0;667;0
4;039;002;079;05;02;2;00;31;023002;039002;08;;;;;;2544;3816;3816;0;533;0
4;039;002;079;05;02;1;10;32;022006;023001;00;;;;;;2466;3699;3699;667;0;0
4;039;002;093;01;01;1;00;22;039002;039001;00;;;;;;1084;1539;1539;0;0;0
4;039;002;093;01;02;1;00;21;039001;039001;00;1;1;3;2;00;388;699;699;0;0;0
4;039;002;093;01;03;1;00;21;039001;039001;00;1;1;3;2;00;388;699;699;0;0;0
4;039;002;093;01;05;1;00;21;039001;039002;00;1;1;1;2;00;1084;1539;1539;0;0;0
4;039;002;094;01;01;1;00;21;039002;040451;00;1;1;3;2;00;3136;4532;4532;0;0;0
4;039;002;094;01;02;1;00;21;040451;039002;00;1;1;1;2;00;3136;4569;4569;0;0;0
4;039;002;094;01;03;1;00;21;039002;023001;00;1;1;0;;00;2720;3389;3389;0;0;0
4;039;002;094;01;04;1;00;21;023001;039002;00;1;2;1;2;00;2720;3388;3388;0;0;0
4;039;002;094;02;01;1;00;21;039002;023001;00;2;2;0;;00;2720;3389;3389;0;0;0
4;039;002;094;02;02;1;00;21;023001;018251;00;2;1;1;2;00;1347;3274;3274;0;0;0
4;039;002;094;02;03;1;00;21;018251;039002;00;2;1;1;2;00;3955;5930;5930;0;0;0
4;039;002;094;03;01;1;00;22;039002;023001;01;;;;;;2720;3389;3389;0;67;0
4;039;002;094;03;01;2;01;32;023001;006010;01;;;;;;3486;5229;5229;67;67;0
4;039;002;094;03;03;2;01;22;023001;039002;00;;;;;;2720;3388;3388;67;0;0
4;039;002;094;03;03;1;15;32;022006;023001;01;;;;;;2466;3699;3699;1000;67;0
4;039;002;094;03;04;1;00;21;039002;013003;00;1;1;3;2;00;7715;14423;14423;0;0;0
4;039;002;094;03;05;1;00;21;013003;039002;00;1;1;1;2;00;7715;14508;14508;0;0;0
4;039;002;099;01;01;1;00;21;039002;039002;00;1;1;3;2;00;387;697;697;0;0;0
4;039;002;099;01;03;1;00;21;039002;039002;00;1;1;1;2;00;387;697;697;0;0;0
4;039;002;099;01;04;1;00;21;039002;040451;00;1;1;3;2;00;3136;4532;4532;0;0;0
4;039;002;099;01;05;1;00;21;040451;039002;00;1;1;1;2;00;3136;4569;4569;0;0;0
4;039;002;099;02;01;1;00;15;039002;021001;00;1;1;1;2;00;4757;5513;5513;0;0;0
4;039;002;099;02;02;1;00;15;021001;039004;00;1;1;1;2;00;5144;7369;7369;0;0;0
4;039;002;099;02;03;1;00;15;039004;021001;00;1;1;1;2;00;5144;7244;7244;0;0;0
4;039;002;099;02;04;1;00;15;021001;039002;00;1;1;1;2;00;4757;5607;5607;0;0;0
4;039;002;099;02;05;1;00;15;039002;021001;00;1;1;1;2;00;4757;5513;5513;0;0;0
4;039;002;099;02;06;1;00;15;021001;039002;00;1;1;2;2;00;4757;5607;5607;0;0;0
4;039;002;099;02;07;1;00;15;039002;039005;00;1;1;1;2;00;3145;4288;4832;0;0;0
4;039;002;099;02;08;1;00;15;039005;039002;00;1;1;1;2;00;3145;4288;4832;0;0;0
4;039;002;099;03;01;1;01;31;039002;023001;01;;;;;;2720;4081;4081;67;67;0
4;039;002;099;03;01;2;01;32;023001;006013;05;;;;;;3050;4575;4575;67;333;0
4;039;002;099;03;03;2;01;31;023001;039002;01;;;;;;2720;4081;4081;67;67;0
4;039;002;099;03;03;1;00;32;006013;023001;01;;;;;;3050;4575;4575;0;67;0
4;039;002;099;03;05;1;00;22;039002;039002;00;;;;;;387;697;697;0;0;0
4;039;002;123;01;01;1;00;21;039002;022152;00;1;2;0;;00;4129;5444;5444;0;0;0
4;039;002;123;01;02;1;00;21;022152;070016;00;1;1;2;2;00;25594;31146;31146;0;0;0
4;039;002;123;01;03;1;00;21;070016;039002;00;1;1;1;2;00;25261;35188;35188;0;0;0
4;039;002;123;02;01;1;00;22;039002;022152;00;;;;;;4129;5444;5444;0;0;0
4;039;002;123;02;02;1;00;22;022152;039002;00;;;;;;4129;5805;5805;0;0;0
4;039;002;123;03;01;1;00;21;039002;022151;01;2;1;3;2;02;5367;6853;6853;0;67;0
4;039;002;123;03;02;1;02;21;022151;039002;00;2;1;1;2;00;5367;6915;6915;133;0;0
4;039;002;123;03;03;1;00;21;039002;022152;00;2;1;0;;00;4129;5444;5444;0;0;0
4;039;002;123;03;04;1;00;21;022152;039002;00;2;2;1;2;00;4129;5805;5805;0;0;0
4;039;002;127;01;03;1;00;21;039002;040451;01;1;2;3;2;00;3136;4532;4532;0;67;0
4;039;002;127;01;04;1;01;21;040451;039002;00;1;2;1;2;00;3136;4569;4569;67;0;0
4;039;002;127;01;05;1;00;21;039002;039002;00;1;1;3;2;00;387;697;697;0;0;0
4;039;002;127;01;06;1;00;21;039002;039002;00;1;1;1;2;00;387;697;697;0;0;0
4;039;002;127;02;03;1;00;22;039002;040451;01;;;;;;3136;4532;4532;0;67;0
4;039;002;127;02;04;1;01;22;040451;039002;00;;;;;;3136;4569;4569;67;0;0
4;039;002;127;02;05;1;00;22;039002;019009;00;;;;;;2237;4335;4335;0;0;0
4;039;002;127;02;06;1;00;22;019009;039002;00;;;;;;2237;4398;4398;0;0;0
4;039;002;150;01;01;1;00;21;039002;037014;00;1;2;0;;00;15171;21090;21090;0;0;0
4;039;002;150;01;02;1;00;21;037014;019003;05;1;1;3;2;00;14773;22454;22454;0;333;0
4;039;002;150;01;03;1;05;21;019003;020004;01;1;3;3;2;00;1054;1728;1728;333;67;0
4;039;002;150;01;04;1;01;21;020004;019003;05;1;3;3;2;00;1054;1752;1752;67;333;0
4;039;002;150;01;05;1;05;21;019003;037014;00;1;1;0;;00;14773;19883;19883;333;0;0
4;039;002;150;01;06;1;00;21;037014;040006;00;1;2;3;2;00;14064;21470;21470;0;0;0
4;039;002;150;01;07;1;00;21;040006;039002;00;1;2;2;2;00;4504;6628;6628;0;0;0
4;039;002;150;02;01;1;00;22;039002;037014;01;;;;;;15171;28099;28099;0;67;0
4;039;002;150;02;02;1;01;22;037014;040006;00;;;;;;14064;19941;19941;67;0;0
4;039;002;150;02;03;1;00;22;040006;039002;00;;;;;;4504;6628;6628;0;0;0
4;039;003;003;01;01;1;00;21;039003;040005;00;1;1;3;2;00;5437;7292;7292;0;0;0
4;039;003;003;01;02;1;00;21;040005;039003;00;1;1;3;2;00;5437;7650;7650;0;0;0
