PP1;TIRA;PP2;ECH;PER;DATE;PENQ;JOURDEP;P2;P3;P4;P7;P8;P9;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24A;P11A;P25;P26;PL27;PL28;P12A;P12B;P12C;P12D;P12E;P12F;P1;COE1;COEP;DP13;PFIN
2;028;010;123;01;210214;1;4;1;1;38;1;6;1;1;;;;;1;1;4;1;4;3;4;1;2;4;5;4;4;4;4;4;;1;33.27446;33.27446;0;0
2;028;010;123;02;210214;1;4;2;2;36;1;6;2;1;;;;;1;1;5;2;3;2;3;1;2;5;5;4;4;4;4;4;;1;33.27446;33.27446;0;0
2;028;010;126;01;010314;1;5;1;1;28;1;4;6;;;;;;2;2;3;1;4;2;4;1;;5;5;4;4;4;4;4;;1;72.92888;72.92888;0;0
2;028;010;131;01;250214;1;1;1;1;42;1;5;1;2;;;;;1;5;5;2;2;2;5;1;1;5;5;4;4;4;4;4;;1;53.56276;53.56276;0;0
2;028;010;131;04;250214;2;1;1;3;03;;;;;;;;;;;;;;;0;;;;;;;;;;;1;31.66883;;0;0
2;028;010;134;01;250214;1;1;2;2;82;1;2;7;;;;;;1;5;5;5;3;1;5;1;;4;4;4;4;4;4;4;;1;36.31850;36.31850;0;0
2;028;010;134;02;250214;1;1;1;1;80;1;6;7;;;;;;1;5;5;5;3;1;3;1;;4;4;4;4;4;4;4;;1;36.31850;36.31850;0;0
2;028;010;123;03;210214;1;4;1;3;11;2;0;5;5;010003;;;;1;3;5;5;2;3;7;1;;5;4;4;4;4;4;4;;1;37.08971;37.08971;820;0
2;028;010;123;04;210214;1;4;2;3;09;2;0;5;5;010003;;;;1;3;5;5;2;3;7;1;;5;4;4;4;4;4;4;;1;32.54064;32.54064;820;0
2;028;010;123;05;210214;1;4;1;3;07;2;0;5;5;010003;;;;1;1;5;5;2;3;7;1;;4;4;4;4;4;4;4;;1;32.54064;32.54064;820;0
2;028;010;055;01;301113;1;5;1;1;29;1;3;1;5;010251;3;;2;1;5;5;2;4;2;5;1;1;5;5;4;4;4;4;4;;1;33.27446;33.27446;287;0
2;028;010;040;02;160114;1;3;2;2;28;1;6;1;4;014001;1;2;;2;4;5;1;5;3;4;1;1;5;5;2;4;4;4;4;3;1;51.44195;51.44195;2883;0
2;028;010;066;03;280114;1;1;1;3;17;3;0;5;5;015006;;;;1;5;5;5;2;1;7;1;;5;4;3;4;4;4;4;3;1;37.08971;37.08971;4892;0
2;028;010;081;01;171213;1;1;1;1;23;1;0;4;3;019003;4;;3;1;5;5;5;2;1;7;1;;4;5;4;4;4;4;4;;1;99.02930;99.02930;6529;0
2;028;010;055;02;301113;1;5;2;2;25;1;4;1;5;019007;1;2;;2;5;5;1;2;4;5;1;1;5;5;4;4;4;4;4;;1;33.27446;33.27446;5910;0
2;028;010;066;02;280114;1;1;1;1;45;1;4;2;5;020002;3;;3;1;5;5;4;2;1;5;1;5;5;4;3;4;4;4;4;3;1;53.56276;53.56276;7158;0
2;028;010;040;01;160114;1;3;1;1;28;1;6;1;5;027009;4;;3;1;1;5;3;3;1;3;1;1;5;5;4;4;4;4;4;;1;51.44195;51.44195;2190;0
2;028;010;131;02;250214;1;1;2;2;32;1;5;1;5;028009;3;;3;1;5;5;2;2;2;4;1;4;5;5;4;4;4;4;4;;1;33.27446;33.27446;341;0
2;028;010;131;03;250214;1;1;2;3;06;2;0;5;5;028009;;;;1;5;5;5;2;3;7;1;;5;5;4;4;4;4;4;;1;32.54064;32.54064;341;0
2;028;010;008;02;061113;1;2;1;1;68;1;6;2;3;028010;1;3;;1;5;5;1;4;2;4;1;5;5;5;3;4;4;4;4;3;1;54.91583;54.91583;265;0
2;028;010;093;01;270314;1;3;1;1;26;1;6;1;5;028011;3;;1;1;1;2;2;4;5;3;1;1;5;4;4;4;4;4;4;;1;51.44195;51.44195;1499;0
2;028;010;109;02;070214;1;4;2;2;32;1;6;1;5;028011;3;;2;1;4;5;4;4;1;3;1;1;5;5;2;4;4;4;4;3;1;33.27446;33.27446;1499;0
2;028;010;109;03;070214;1;4;1;3;05;2;0;5;5;028011;;;;1;2;5;5;3;2;7;1;;5;5;4;4;4;4;4;;1;32.54064;32.54064;1499;0
2;028;010;129;01;200214;1;3;2;1;48;1;4;1;5;003015;3;;2;1;5;5;2;2;1;3;1;1;5;5;4;4;4;4;4;;1;117.3955;117.3955;2482;0
2;028;010;048;02;231113;1;5;2;2;35;1;3;1;5;033451;1;3;;1;5;5;2;2;1;5;1;6;5;5;4;4;4;4;4;;1;33.27446;33.27446;2810;0
2;028;010;081;02;171213;1;1;2;5;21;1;0;4;5;005003;4;;1;1;5;5;5;2;1;7;1;;4;5;3;4;4;4;4;3;1;99.02930;99.02930;2769;0
2;028;010;048;01;231113;1;5;1;1;37;1;3;1;4;888888;;;;1;5;5;1;4;4;2;1;1;5;5;4;4;4;4;4;;1;33.27446;33.27446;0;0
2;028;010;066;01;280114;1;1;2;2;46;1;4;1;5;888888;;;;1;5;5;1;4;2;5;1;1;5;4;3;4;4;4;4;3;1;53.56276;53.56276;0;0
2;028;010;109;01;070214;1;4;1;1;40;1;5;1;5;900095;3;;2;1;2;5;3;4;1;5;1;1;5;3;4;4;4;4;4;;1;53.56276;53.56276;607854;0
2;028;010;093;02;270314;1;3;2;2;26;1;6;1;5;930007;1;3;;1;5;5;2;2;5;4;1;1;5;4;4;4;4;4;4;;1;51.44195;51.44195;60250;0
2;028;010;066;04;280114;1;1;2;3;15;2;0;5;5;009352;;;;2;5;5;5;2;1;7;1;;5;4;3;4;4;4;4;3;1;37.08971;37.08971;1839;0
2;029;001;034;01;291113;1;4;2;5;93;1;9;7;;;;;;4;5;5;5;5;5;2;2;;5;5;4;4;4;4;4;;1;30.38664;30.38664;0;0
2;029;001;034;02;291113;1;4;2;2;63;1;6;7;;;;;;4;5;5;1;2;4;4;1;;4;5;4;4;4;4;4;;1;62.13271;62.13271;0;0
2;029;001;034;03;291113;1;4;1;1;62;1;4;7;;;;;;4;4;5;1;4;4;6;1;;5;5;4;4;4;4;4;;1;62.13271;62.13271;0;0
2;029;001;038;01;051213;1;3;2;1;84;2;2;7;;;;;;1;5;5;5;4;4;5;1;;5;5;4;4;4;4;4;;1;46.64612;46.64612;0;0
2;029;001;051;01;061213;1;4;1;1;81;1;2;7;;;;;;1;5;5;1;4;3;2;1;;5;5;4;4;4;4;4;;1;42.64363;42.64363;0;0
2;029;001;051;02;061213;1;4;2;2;78;1;1;7;;;;;;2;5;5;3;3;3;2;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;001;064;01;101213;1;1;2;1;79;1;3;8;;;;;;2;5;5;3;4;5;9;1;;5;5;4;4;4;4;4;;1;45.50685;45.50685;0;0
2;029;001;105;01;270314;1;3;1;1;32;1;5;1;5;019003;1;2;;3;5;5;1;2;3;4;1;1;5;5;4;4;4;4;4;;1;36.72335;36.72335;6472;0
2;029;001;015;01;290314;1;5;1;1;31;1;3;1;5;029001;1;1;;2;3;5;1;2;5;2;1;1;5;5;4;4;4;4;4;;1;36.72335;36.72335;515;0
2;029;001;105;02;270314;1;3;2;2;29;1;6;1;5;037008;1;2;;3;5;5;1;2;3;4;1;1;5;5;4;4;4;4;4;;1;36.72335;36.72335;6279;0
2;029;001;015;02;290314;1;5;2;2;25;1;4;1;5;042002;1;3;;2;3;5;1;2;5;4;1;1;5;5;4;4;4;4;4;;1;36.72335;36.72335;3662;0
2;029;002;086;01;290314;1;5;2;1;60;1;6;1;5;019351;1;2;;5;5;5;1;5;4;3;1;1;5;5;4;4;4;4;4;;1;95.37909;95.37909;7160;0
2;029;002;036;01;240114;1;4;1;1;50;1;5;1;5;002007;3;;1;1;3;1;2;2;3;3;1;1;5;5;4;4;4;4;4;;1;43.50838;43.50838;3767;0
2;029;002;036;02;240114;1;4;2;2;43;1;5;1;5;002007;3;;1;1;4;1;2;2;3;3;1;1;5;5;4;4;4;4;4;;1;43.50838;43.50838;3767;0
2;029;002;036;03;240114;1;4;1;3;13;2;0;5;5;009352;;;;1;5;5;5;1;1;7;1;;4;5;1;4;4;4;4;3;1;38.55600;38.55600;3738;0
2;029;003;007;01;101213;1;1;1;1;57;1;6;2;2;;;;;2;5;5;1;4;4;3;1;6;5;5;4;4;4;4;4;;1;95.37909;95.37909;0;0
2;029;003;014;01;131113;1;2;2;2;75;1;2;7;;;;;;5;5;5;5;5;5;5;2;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;003;014;02;131113;1;2;1;1;68;1;4;7;;;;;;5;5;5;3;5;5;5;2;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;003;018;01;221113;1;4;2;1;77;2;9;7;;;;;;1;5;5;5;3;3;5;1;;5;5;3;4;4;4;4;3;1;45.50685;45.50685;0;0
2;029;003;041;01;201113;1;2;2;2;85;1;2;7;;;;;;1;5;5;5;1;4;4;1;;5;5;4;4;4;4;4;;1;42.64363;42.64363;0;0
2;029;003;041;02;201113;1;2;1;1;84;1;4;7;;;;;;1;5;5;1;5;4;4;1;;5;5;4;4;4;4;4;;1;42.64363;42.64363;0;0
2;029;003;044;01;261113;1;1;1;1;73;1;2;7;;;;;;2;5;5;2;5;5;6;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;003;044;02;261113;1;1;2;2;72;1;2;7;;;;;;1;5;5;5;2;5;5;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;003;054;01;141213;1;5;1;1;79;1;2;7;;;;;;2;5;5;3;2;4;6;2;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;003;054;02;141213;1;5;2;2;76;1;1;8;;;;;;4;5;5;5;2;4;9;2;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;003;055;01;301113;1;5;1;1;51;1;3;9;;;;;;1;4;5;1;5;5;5;1;;5;5;4;4;4;4;4;;1;66.78913;66.78913;0;0
2;029;003;077;02;290114;1;2;2;2;26;1;6;6;;;;;;4;5;5;1;2;3;4;1;;5;5;4;4;4;4;4;;1;36.72335;36.72335;0;0
2;029;003;079;01;171213;1;1;2;1;80;1;2;7;;;;;;1;5;5;2;4;3;5;1;;5;5;4;4;4;4;4;;1;46.64612;46.64612;0;0
2;029;003;084;02;170114;1;4;2;2;29;1;6;6;;;;;;1;5;5;1;2;4;8;1;;5;5;3;4;4;4;4;3;1;59.92662;59.92662;0;0
2;029;003;084;03;170114;2;4;2;3;03;;;;;;;;;;;;;;;0;;;;;;;;;;;1;61.75853;;0;0
2;029;003;084;04;170114;2;4;1;3;02;;;;;;;;;;;;;;;0;;;;;;;;;;;1;61.75853;;0;0
2;029;003;092;02;050214;1;2;2;2;53;1;4;8;;;;;;2;5;5;2;4;4;5;1;;5;5;4;4;4;4;4;;1;43.50838;43.50838;0;0
2;029;003;097;01;120214;1;2;2;1;53;1;6;1;2;;;;;1;4;5;1;4;2;5;1;1;5;5;4;4;4;4;4;;1;61.05826;61.05826;0;0
2;029;003;113;02;280314;1;4;2;2;24;1;5;6;;;;;;1;5;5;1;5;4;5;1;;5;5;4;4;4;4;4;;1;39.56161;39.56161;0;0
2;029;003;080;01;300114;1;3;1;1;34;1;6;1;5;013008;3;;2;1;5;1;2;5;2;3;1;1;5;5;2;4;4;4;4;3;1;40.17017;40.17017;5666;0
2;029;003;005;01;081113;1;4;1;1;21;1;0;3;5;017005;3;;2;1;4;5;5;2;1;7;1;;2;5;3;4;4;4;4;3;1;39.56161;39.56161;3883;0
2;029;003;005;02;081113;1;4;2;2;19;1;0;3;5;019003;3;;3;1;2;5;5;1;2;7;1;;3;5;3;4;4;4;4;3;1;39.56161;39.56161;6295;0
2;029;003;026;02;231113;1;5;2;2;24;1;6;1;5;200003;2;;3;1;5;5;2;2;4;4;1;1;2;5;3;4;4;2;4;3;1;39.56161;39.56161;43138;0
2;029;003;024;03;261113;1;1;1;5;16;3;0;4;5;022010;;;;1;5;5;5;4;1;7;1;;5;5;3;4;4;4;4;3;3;38.55600;38.55600;4022;0
2;029;003;103;01;270214;1;3;1;1;39;1;6;1;5;022152;1;3;;1;1;5;1;5;4;4;1;1;5;5;4;4;4;4;4;;1;40.17017;40.17017;4021;0
2;029;003;107;01;010314;1;5;2;1;48;1;5;1;5;022152;3;;3;1;5;5;1;5;1;5;1;1;5;5;2;4;4;4;4;2;1;61.05826;61.05826;4021;0
2;029;003;009;02;160114;1;3;2;2;42;2;2;2;5;023001;4;;2;2;5;5;5;2;1;5;1;1;5;5;2;4;4;4;4;3;1;99.63728;99.63728;5560;0
2;029;003;098;01;190214;1;2;2;1;23;1;0;4;5;023004;1;1;;2;5;5;1;4;2;7;1;;5;5;3;4;4;4;4;3;1;43.27482;43.27482;5560;0
2;029;003;092;03;050214;1;2;1;3;24;2;0;4;5;025352;4;;3;1;4;5;5;2;2;7;1;;5;5;4;4;4;4;4;;1;28.19048;28.19048;2492;0
2;029;003;009;04;160114;1;3;1;3;18;3;0;3;5;027002;4;;2;1;5;5;5;2;4;7;1;;5;5;4;4;4;4;4;;1;64.55819;64.55819;1781;0
2;029;003;113;01;280314;1;4;1;1;25;1;6;1;5;027003;3;;3;2;1;5;2;2;3;3;1;1;5;5;4;4;4;4;4;;1;36.72335;36.72335;1364;0
2;029;003;104;01;010314;1;5;1;1;27;1;6;1;5;027005;1;3;;1;5;5;1;2;3;4;1;1;5;5;4;4;4;4;4;;1;40.17017;40.17017;2130;0
2;029;003;095;01;070214;1;4;2;1;26;1;6;1;5;027007;1;2;;5;4;5;1;2;3;5;1;1;3;5;4;4;4;4;4;;1;40.17017;40.17017;2489;0
2;029;003;100;01;120214;1;2;1;1;53;2;2;1;5;028001;;;;;;;;;;6;2;;;;4;4;4;4;4;;2;43.50838;43.50838;2526;0
2;029;003;009;03;160114;1;3;1;3;21;1;0;4;5;028004;3;;1;1;5;5;2;2;1;7;1;;5;5;3;4;4;4;4;3;1;64.55819;64.55819;3068;0
2;029;003;024;01;261113;1;1;1;1;30;1;6;1;4;028007;1;2;;1;5;5;1;3;2;3;1;1;5;5;4;4;4;4;4;;1;26.16802;26.16802;2829;0
2;029;003;024;02;261113;1;1;2;2;29;1;6;1;4;028007;1;2;;1;5;5;2;1;3;3;1;1;5;5;4;4;4;4;4;;1;26.16802;26.16802;2829;0
2;029;003;077;01;290114;1;2;1;1;28;1;6;1;5;029001;3;;2;4;5;1;2;5;3;3;1;6;5;5;4;4;4;4;4;;1;36.72335;36.72335;764;0
2;029;003;009;05;160114;1;3;1;3;14;2;0;5;5;029004;;;;1;5;5;5;2;4;7;1;;5;5;4;4;4;4;4;;1;88.29598;88.29598;1119;0
2;029;003;009;01;160114;1;3;1;1;53;1;6;1;5;029005;1;2;;2;5;5;1;5;5;5;1;1;5;5;4;4;4;4;4;;1;99.63728;99.63728;2199;0
2;029;003;035;03;161113;1;5;2;3;07;2;0;5;5;030001;;;;4;5;5;5;1;4;7;1;;5;5;4;4;4;4;4;;1;28.88978;28.88978;620;0
2;029;003;100;03;120214;1;2;1;5;22;1;0;4;5;003001;3;;1;1;5;4;4;4;1;7;1;;5;5;3;4;4;4;4;3;1;28.19048;28.19048;3287;0
2;029;003;042;01;181213;1;2;2;1;22;1;4;1;5;003008;3;;1;1;5;5;1;5;1;4;1;1;5;5;3;4;4;4;4;3;1;43.27482;43.27482;4022;0
2;029;003;084;01;170114;1;4;1;1;30;1;4;1;5;003008;3;;1;1;5;5;1;4;1;5;1;1;5;5;3;4;4;4;4;3;1;59.92662;59.92662;4022;0
2;029;003;097;02;120214;1;2;2;3;15;2;0;5;5;030351;;;;1;4;5;5;2;2;7;1;;5;5;3;4;4;4;4;3;1;54.10825;54.10825;2585;0
2;029;003;082;01;120214;1;2;2;1;55;1;6;1;5;036004;1;2;;2;5;5;1;5;2;4;1;1;5;5;4;4;4;4;4;;1;95.37909;95.37909;3026;0
2;029;003;100;02;120214;1;2;2;2;51;1;3;1;5;006011;3;;3;1;5;5;5;2;1;5;1;5;5;5;2;4;4;4;4;3;1;43.50838;43.50838;2773;0
2;029;003;092;01;050214;1;2;1;1;62;1;4;1;5;900069;;;;;;;;;;4;2;;;;4;4;4;4;4;;2;62.13271;62.13271;246072;0
2;029;003;035;01;161113;1;5;1;1;53;1;4;1;5;009009;3;;1;1;2;5;4;4;1;5;1;1;5;5;3;4;4;4;4;3;1;43.50838;43.50838;3053;0
2;029;003;035;02;161113;1;5;2;2;39;1;6;1;3;913055;3;;1;1;3;5;2;5;2;3;1;1;2;5;3;4;4;2;4;3;1;26.16802;26.16802;125113;0
2;029;003;026;01;231113;1;5;1;1;25;1;4;1;5;930007;1;3;;2;5;5;1;5;4;6;1;1;5;5;4;4;4;4;4;;1;36.72335;36.72335;56921;0
2;029;003;107;02;010314;1;5;1;3;14;2;0;5;5;948095;;;;1;5;5;5;2;2;7;1;;5;5;4;4;4;4;4;;1;54.10825;54.10825;103584;0
2;029;004;010;01;051113;1;1;2;1;83;1;2;7;;;;;;2;5;5;2;3;3;5;1;;5;5;4;4;4;4;4;;1;46.64612;46.64612;0;0
2;029;004;011;01;051113;1;1;1;1;43;1;6;1;1;;;;;4;3;1;1;5;4;2;1;1;5;5;4;4;4;4;4;;1;61.05826;61.05826;0;0
2;029;004;011;02;051113;1;1;2;2;41;2;6;6;;;;;;1;2;5;5;2;1;3;1;;5;5;4;4;4;4;4;;1;61.05826;61.05826;0;0
2;029;004;013;01;121213;1;3;2;1;79;1;3;7;;;;;;1;5;5;5;4;2;5;1;;5;5;3;4;4;4;4;3;1;45.50685;45.50685;0;0
2;029;004;016;01;171013;1;3;1;1;79;1;3;7;;;;;;1;5;5;1;2;2;3;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;004;016;02;171013;1;3;2;2;69;1;4;7;;;;;;2;5;5;1;2;2;3;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;004;020;01;091113;1;5;1;1;24;1;3;6;;;;;;3;5;5;1;2;3;3;1;;5;5;4;4;4;4;4;;1;39.56161;39.56161;0;0
2;029;004;020;02;091113;1;5;2;2;22;1;4;6;;;;;;3;5;5;1;2;3;4;1;;5;5;4;4;4;4;4;;1;39.56161;39.56161;0;0
2;029;004;029;01;151113;1;4;2;1;66;1;6;7;;;;;;3;1;5;2;5;4;5;1;;5;5;4;4;4;4;4;;1;45.50685;45.50685;0;0
2;029;004;046;01;170114;1;4;1;1;73;1;4;7;;;;;;2;5;5;2;4;3;3;2;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;004;046;02;170114;1;4;2;2;71;1;4;7;;;;;;2;5;5;1;2;5;4;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;004;063;02;310114;1;4;2;2;35;1;6;1;2;;;;;4;4;5;2;2;3;3;2;6;5;5;4;4;4;4;4;;1;36.72335;36.72335;0;0
2;029;004;065;01;121213;1;3;1;1;67;1;2;7;;;;;;1;5;5;2;4;4;6;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;004;065;02;121213;1;3;2;2;65;1;2;7;;;;;;1;5;5;1;4;4;5;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;004;068;01;171213;1;1;1;1;34;1;2;6;;;;;;4;4;5;1;5;5;6;1;;5;5;4;4;4;4;4;;1;40.17017;40.17017;0;0
2;029;004;071;01;171213;1;1;1;1;54;1;3;7;;;;;;1;3;1;1;5;3;5;1;;5;5;3;4;4;4;4;3;1;43.50838;43.50838;0;0
2;029;004;071;02;171213;1;1;2;2;46;1;4;6;;;;;;1;3;5;2;2;3;2;1;;5;5;4;4;4;4;4;;1;43.50838;43.50838;0;0
2;029;004;074;01;171213;1;1;1;1;68;1;6;7;;;;;;1;4;5;2;4;1;4;1;;5;5;3;4;4;4;4;3;1;41.60212;41.60212;0;0
2;029;004;081;01;150114;1;2;1;1;88;1;4;7;;;;;;1;5;5;1;5;3;5;1;;5;5;4;4;4;4;4;;1;42.64363;42.64363;0;0
2;029;004;081;02;150114;1;2;2;2;87;1;3;7;;;;;;4;5;5;3;5;5;5;2;;5;5;4;4;4;4;4;;1;42.64363;42.64363;0;0
2;029;004;093;02;050214;1;2;2;2;29;2;3;6;;;;;;1;5;5;5;2;2;5;1;;5;5;4;4;4;4;4;;1;36.72335;36.72335;0;0
2;029;004;108;02;290314;1;5;1;1;33;2;5;1;2;;;;;1;4;5;5;2;2;3;1;6;5;5;4;4;4;4;4;;1;59.92662;59.92662;0;0
2;029;004;108;05;290314;1;5;1;4;29;1;4;2;2;;;;;2;4;5;2;2;2;3;1;6;5;5;4;4;4;4;4;;1;59.92662;59.92662;0;0
2;029;004;108;04;290314;1;5;1;4;29;1;5;1;5;017008;1;2;;2;4;5;1;2;2;4;1;1;5;5;4;4;4;4;4;;1;59.92662;59.92662;6008;0
2;029;004;108;06;290314;1;5;2;4;23;2;4;1;5;017008;4;;2;1;4;5;5;1;1;3;1;1;5;5;4;4;4;4;4;;1;64.55819;64.55819;6008;0
2;029;004;074;02;171213;1;1;2;2;57;1;6;1;5;019003;1;2;;1;4;5;1;4;4;3;1;1;5;5;4;4;4;4;4;;1;87.19504;87.19504;7342;0
2;029;004;004;02;150114;1;2;2;2;42;1;6;2;3;200004;1;1;;1;2;5;1;4;2;3;1;1;5;5;4;4;4;4;4;;1;99.63728;99.63728;41369;0
2;029;004;071;03;171213;1;1;1;3;21;1;0;3;5;022003;3;;1;4;4;1;2;5;4;7;1;;4;5;4;4;4;4;4;;1;28.19048;28.19048;5419;0
2;029;004;093;01;050214;1;2;1;1;32;1;5;1;5;022152;1;1;;1;5;3;1;5;4;6;1;1;5;5;4;4;4;4;4;;1;36.72335;36.72335;4985;0
2;029;004;045;02;090114;1;3;2;2;53;1;6;1;5;023651;1;4;;5;5;5;1;2;5;4;1;1;5;5;4;4;4;4;4;;1;43.50838;43.50838;6001;0
2;029;004;004;01;150114;1;2;1;1;46;1;5;1;5;027003;3;;2;1;1;5;2;4;2;3;1;1;5;5;4;4;4;4;4;;1;99.63728;99.63728;1900;0
2;029;004;063;01;310114;1;4;1;1;35;1;6;1;5;028008;1;2;;4;2;5;1;4;5;4;2;6;5;5;4;4;4;4;4;;1;36.72335;36.72335;3880;0
2;029;004;067;01;171213;1;1;1;1;45;1;3;1;5;029003;3;;1;1;4;5;1;4;5;6;1;1;5;5;4;4;4;4;4;;1;43.50838;43.50838;1119;0
2;029;004;004;03;150114;1;2;1;3;13;2;0;5;5;029004;;;;1;3;5;5;1;2;7;1;;5;5;4;4;4;4;4;;1;88.29598;88.29598;503;0
2;029;004;004;04;150114;1;2;2;3;11;2;0;5;5;029004;;;;1;3;5;5;1;2;7;1;;5;5;4;4;4;4;4;;1;88.29598;88.29598;503;0
2;029;004;004;05;150114;1;2;2;3;08;2;0;5;5;029004;;;;1;3;5;5;2;2;7;1;;5;5;4;4;4;4;4;;1;66.15964;66.15964;503;0
2;029;004;045;01;090114;1;3;1;1;54;1;3;1;5;029004;1;3;;5;5;5;1;3;5;2;1;6;5;5;4;4;4;4;4;;1;43.50838;43.50838;503;0
2;029;004;067;03;171213;1;1;1;3;13;2;0;5;5;029004;;;;1;4;5;5;1;2;7;1;;5;5;4;4;4;4;4;;1;38.55600;38.55600;503;0
2;029;004;067;02;171213;1;1;2;2;44;1;5;2;5;029005;1;2;;1;4;5;1;4;4;5;1;1;5;5;4;4;4;4;4;;1;43.50838;43.50838;1080;0
2;029;004;108;03;290314;1;5;1;4;30;1;4;1;5;032014;1;2;;2;4;5;1;2;2;6;1;6;5;5;4;4;4;4;4;;1;59.92662;59.92662;5285;0
2;029;004;045;03;090114;1;3;1;3;20;1;4;2;5;036003;1;3;;5;5;5;1;3;5;6;1;1;5;5;4;4;4;4;4;;1;28.19048;28.19048;2074;0
2;029;004;108;01;290314;1;5;2;4;34;1;6;2;5;037007;1;3;;2;1;5;2;2;2;3;1;1;5;5;1;4;4;4;4;3;1;59.92662;59.92662;4454;0
2;029;005;003;01;071113;1;3;1;1;88;1;2;7;;;;;;5;5;5;1;4;2;6;1;;5;5;4;4;4;4;4;;1;42.64363;42.64363;0;0
2;029;005;003;02;071113;1;3;2;2;86;1;3;7;;;;;;5;5;5;5;1;2;5;1;;5;5;4;4;4;4;4;;1;42.64363;42.64363;0;0
2;029;005;008;02;070214;1;4;2;2;36;1;3;8;;;;;;1;5;5;1;4;3;9;1;;5;5;4;4;4;4;4;;1;59.92662;59.92662;0;0
2;029;005;008;05;070214;2;4;1;3;02;;;;;;;;;;;;;;;0;;;;;;;;;;;1;61.75853;;0;0
2;029;005;023;01;191013;1;5;2;1;59;1;5;7;;;;;;2;5;5;1;3;2;4;1;;5;5;4;4;4;4;4;;1;87.19504;87.19504;0;0
2;029;005;030;01;211113;1;3;1;1;53;2;6;6;;;;;;2;5;5;5;3;2;4;1;;5;5;4;4;4;4;4;;1;43.50838;43.50838;0;0
2;029;005;043;01;281113;1;3;1;1;61;2;2;9;;;;;;2;5;5;1;4;2;6;1;;4;4;1;4;4;4;4;3;1;95.37909;95.37909;0;0
2;029;005;047;01;271113;1;2;1;1;69;1;6;7;;;;;;1;5;5;1;4;3;3;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;005;047;02;271113;1;2;2;2;67;1;3;7;;;;;;1;5;5;2;2;2;5;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;005;060;01;220214;1;5;1;1;65;1;6;7;;;;;;2;5;5;1;4;2;3;1;;5;5;3;4;4;4;4;3;1;29.64449;29.64449;0;0
2;029;005;062;01;121213;1;3;1;1;65;1;4;7;;;;;;1;4;5;1;5;3;5;1;;5;5;4;4;4;4;4;;1;41.60212;41.60212;0;0
2;029;005;066;01;121213;1;3;2;2;65;1;2;7;;;;;;2;4;5;5;1;2;5;1;;5;5;3;4;4;4;4;3;1;41.60212;41.60212;0;0
2;029;005;066;02;121213;1;3;1;1;64;1;2;7;;;;;;1;4;5;1;4;3;5;1;;5;5;3;4;4;4;4;3;1;87.19504;87.19504;0;0
2;029;005;069;01;171213;1;1;2;1;72;1;3;7;;;;;;1;5;5;2;4;1;4;1;;5;5;3;4;4;4;4;3;1;45.50685;45.50685;0;0
2;029;005;070;01;171213;1;1;2;2;36;1;6;8;;;;;;1;5;5;1;4;4;4;2;;5;5;4;4;4;4;4;;1;59.92662;59.92662;0;0
2;029;005;070;06;171213;2;1;1;3;04;;;;;;;;;;;;;;;0;;;;;;;;;;;1;61.75853;;0;0
2;029;005;070;07;171213;2;1;1;3;02;;;;;;;;;;;;;;;0;;;;;;;;;;;1;61.75853;;0;0
2;029;005;070;08;171213;2;1;1;3;00;;;;;;;;;;;;;;;0;;;;;;;;;;;1;61.75853;;0;0
2;029;005;091;01;050214;1;2;2;1;59;1;3;7;;;;;;1;4;5;3;3;3;4;1;;5;5;4;4;4;4;4;;1;95.37909;95.37909;0;0
2;029;005;096;03;110214;1;1;1;3;23;1;5;6;;;;;;1;5;5;2;5;4;4;1;;5;5;3;4;4;4;4;3;1;64.55819;64.55819;0;0
2;029;005;110;01;210314;1;4;2;1;45;1;3;6;;;;;;1;5;5;5;4;2;5;1;;5;5;4;4;4;4;4;;1;66.78913;66.78913;0;0
2;029;005;115;02;250314;1;1;2;2;30;2;6;8;;;;;;1;5;5;5;2;2;9;1;;5;5;4;4;4;4;4;;1;36.72335;36.72335;0;0
2;029;005;117;02;250314;2;1;2;3;02;;;;;;;;;;;;;;;0;;;;;;;;;;;1;26.96795;;0;0
2;029;005;117;03;250314;2;1;2;3;01;;;;;;;;;;;;;;;0;;;;;;;;;;;1;26.96795;;0;0
