MP1;TIRA;MP3;ECH;M5;M6;M8A;M9A;M10A;M8B;M9B;M10B;M8C;M9C;M10C;M8D;M9D;M10D;M14;M20;COE0;ZFET;MFIN
1;006;006;130;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;001;131;1;1;1;2000;04;;;;;;;;;;0;00;66.98579;;0
1;006;002;132;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;133;1;0;;;;;;;;;;;;;0;00;66.99825;;0
1;006;015;136;1;1;1;2001;05;;;;;;;;;;0;00;66.98579;;0
1;006;002;137;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;141;1;1;1;2014;04;;;;;;;;;;0;00;66.98579;;0
1;006;001;143;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;006;144;1;2;3;2010;07;3;1991;12;;;;;;;0;00;66.99825;;0
1;006;015;145;1;2;3;2011;05;3;1999;06;;;;;;;0;03;66.99825;;0
1;006;007;146;1;1;1;1970;05;;;;;;;;;;0;00;66.99825;;0
1;006;006;147;1;3;3;2008;06;1;2000;05;3;2009;05;;;;0;03;106.8396;;0
1;006;015;148;1;2;3;2007;05;3;2009;08;;;;;;;0;05;63.39280;;0
1;006;004;150;1;1;1;2002;04;;;;;;;;;;0;00;66.98579;;0
1;006;009;152;1;1;3;2003;07;;;;;;;;;;1;04;106.8396;;0
1;006;004;156;1;1;3;2001;05;;;;;;;;;;0;02;74.05869;;0
1;006;002;158;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;009;159;1;1;1;2006;04;;;;;;;;;;0;00;66.98579;;0
1;006;013;160;1;3;3;1996;07;3;2002;09;2;1973;03;;;;0;04;66.98579;;0
1;006;001;164;1;1;3;1999;07;;;;;;;;;;0;01;66.99825;;0
1;006;002;167;1;1;3;2010;05;;;;;;;;;;1;02;74.05869;;0
1;006;001;168;1;1;3;2010;07;;;;;;;;;;0;00;66.99825;;0
1;006;015;172;1;1;1;1998;05;;;;;;;;;;0;02;66.98579;;0
1;006;009;173;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;011;177;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;001;178;1;1;1;2012;06;;;;;;;;;;0;01;66.98579;;0
1;006;002;179;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;001;186;1;1;3;2008;05;;;;;;;;;;0;00;66.99825;;0
1;006;009;187;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;009;191;1;0;;;;;;;;;;;;;0;00;66.99825;;0
1;007;005;001;1;0;;;;;;;;;;;;;1;01;48.22758;;0
1;007;007;003;2;1;1;2011;04;;;;;;;;;;0;00;48.22758;;0
1;007;005;004;2;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;009;005;1;2;1;2004;04;1;2004;05;;;;;;;0;01;50.41631;;0
1;007;009;007;1;1;3;2007;05;;;;;;;;;;0;01;50.41631;;0
1;007;006;012;2;1;1;2007;04;;;;;;;;;;0;01;50.41631;;0
1;007;005;014;1;1;3;2009;06;;;;;;;;;;0;00;48.22758;;0
1;007;005;016;2;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;009;017;1;1;3;2007;09;;;;;;;;;;1;02;50.41631;;0
1;007;005;021;1;1;1;1998;07;;;;;;;;;;0;00;48.22758;;0
1;007;002;022;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;002;024;2;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;003;025;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;008;026;1;2;3;2003;05;3;1998;06;;;;;;;0;00;50.41631;;0
1;007;007;031;1;1;1;2002;04;;;;;;;;;;0;00;48.22758;;0
1;007;001;032;1;1;1;2009;05;;;;;;;;;;0;00;50.41631;;0
1;007;010;033;2;1;3;2007;05;;;;;;;;;;2;01;48.22758;;0
1;007;003;034;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;005;036;2;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;009;037;1;1;3;2004;07;;;;;;;;;;0;01;48.22758;;0
1;007;009;040;1;1;3;2004;06;;;;;;;;;;0;04;51.11607;;0
1;007;003;041;1;1;3;2003;06;;;;;;;;;;0;01;48.22758;;0
1;007;003;043;1;0;;;;;;;;;;;;;0;01;48.22758;;0
1;007;009;045;1;1;3;2008;05;;;;;;;;;;0;00;48.22758;;0
1;007;003;046;2;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;002;049;1;1;1;1997;07;;;;;;;;;;0;04;51.11607;;0
1;007;005;050;1;2;3;2004;04;1;1999;04;;;;;;;0;01;50.41631;;0
1;007;009;052;1;1;3;2000;06;;;;;;;;;;0;00;50.41631;;0
1;007;007;054;2;1;4;2008;04;;;;;;;;;;0;00;48.22758;;0
1;007;009;055;1;2;3;2013;06;1;2009;05;;;;;;;0;00;50.41631;;0
1;007;007;062;1;1;3;2011;05;;;;;;;;;;0;03;51.11607;;0
1;007;001;063;1;0;;;;;;;;;;;;;1;00;48.22758;;0
1;007;003;064;1;0;;;;;;;;;;;;;0;01;48.22758;;0
1;007;002;067;1;2;3;1995;06;3;1995;05;;;;;;;1;00;50.41631;;0
1;007;005;069;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;004;073;1;1;3;2001;07;;;;;;;;;;0;00;48.22758;;0
1;007;002;078;1;0;;;;;;;;;;;;;0;00;50.41631;;0
1;007;005;080;1;1;3;2005;05;;;;;;;;;;0;00;50.41631;;0
1;007;002;081;2;0;;;;;;;;;;;;;0;01;48.22758;;0
1;007;006;085;1;1;3;1992;05;;;;;;;;;;0;01;50.41631;;0
1;007;003;086;2;1;3;2002;07;;;;;;;;;;0;00;48.22758;;0
1;007;004;088;1;2;3;2012;06;3;2011;09;;;;;;;1;00;51.11607;;0
1;007;009;089;1;1;1;2007;05;;;;;;;;;;0;01;48.22758;;0
1;007;002;090;1;1;3;2009;07;;;;;;;;;;0;03;48.22758;;0
1;007;007;092;1;1;1;2008;06;;;;;;;;;;0;00;48.22758;;0
1;007;008;095;1;1;3;2008;06;;;;;;;;;;0;01;48.22758;;0
1;007;002;096;1;1;1;2004;04;;;;;;;;;;0;01;48.22758;;0
1;007;005;098;1;1;1;2004;05;;;;;;;;;;0;00;48.22758;;0
1;007;009;099;1;1;3;2007;07;;;;;;;;;;0;02;50.41631;;0
1;007;007;101;1;1;3;2006;04;;;;;;;;;;0;01;48.22758;;0
1;007;009;102;1;2;1;2008;04;1;1998;05;;;;;;;0;02;50.41631;;0
1;007;002;103;1;0;;;;;;;;;;;;;0;01;48.22758;;0
1;007;005;104;1;1;1;2004;04;;;;;;;;;;0;00;48.22758;;0
1;007;001;105;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;002;111;1;1;1;2009;04;;;;;;;;;;0;00;50.41631;;0
1;007;007;112;1;1;1;2005;05;;;;;;;;;;0;02;50.41631;;0
1;007;001;113;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;001;114;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;009;118;1;1;1;2013;04;;;;;;;;;;0;00;48.22758;;0
1;007;006;119;2;0;;;;;;;;;;;;;0;01;60.73999;;0
1;007;001;121;2;1;2;1980;04;;;;;;;;;;0;00;48.22758;;0
1;007;007;122;1;1;3;2007;06;;;;;;;;;;0;00;50.41631;;0
1;007;004;123;1;1;3;2001;04;;;;;;;;;;0;00;48.22758;;0
1;007;009;124;1;1;3;2006;06;;;;;;;;;;0;00;50.41631;;0
1;007;009;126;1;2;3;2005;06;3;2009;04;;;;;;;0;00;50.41631;;0
1;007;003;127;1;1;1;2001;04;;;;;;;;;;0;01;48.22758;;0
1;007;009;131;1;1;1;2002;04;;;;;;;;;;0;00;48.22758;;0
1;007;007;133;1;1;3;2009;04;;;;;;;;;;0;00;48.22758;;0
1;007;007;135;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;009;136;2;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;010;140;1;1;1;2009;05;;;;;;;;;;0;01;48.22758;;0
1;007;003;141;1;1;1;2007;07;;;;;;;;;;0;01;48.22758;;0
1;007;007;143;1;1;1;2009;07;;;;;;;;;;0;01;50.41631;;0
1;007;007;144;1;1;3;2007;06;;;;;;;;;;0;00;48.22758;;0
1;007;005;148;1;2;3;2000;07;1;1997;07;;;;;;;1;06;51.11607;;0
1;007;010;149;1;0;;;;;;;;;;;;;0;01;48.22758;;0
1;007;001;151;1;1;3;2013;04;;;;;;;;;;0;00;48.22758;;0
1;007;005;154;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;003;155;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;002;156;1;1;1;2004;05;;;;;;;;;;0;00;48.22758;;0
1;007;007;157;1;1;3;2013;04;;;;;;;;;;0;02;50.41631;;0
1;007;007;160;1;0;;;;;;;;;;;;;0;01;48.22758;;0
1;007;003;164;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;009;167;2;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;009;170;1;1;3;2007;05;;;;;;;;;;0;00;48.22758;;0
1;007;003;178;1;1;1;2001;05;;;;;;;;;;0;00;50.41631;;0
1;007;001;179;1;2;1;2008;99;3;1997;99;;;;;;;0;00;48.22758;;0
1;007;002;181;1;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;007;183;1;1;3;2007;03;;;;;;;;;;0;03;48.22758;;0
1;007;003;184;1;1;1;2012;05;;;;;;;;;;0;00;48.22758;;0
1;007;002;185;1;2;3;2009;05;1;2009;04;;;;;;;0;00;50.41631;;0
1;007;006;187;1;1;1;2000;05;;;;;;;;;;0;02;51.11607;;0
1;007;002;190;2;1;3;2002;05;;;;;;;;;;0;00;50.41631;;0
1;007;008;191;1;1;3;2009;05;;;;;;;;;;0;01;60.73999;;0
1;007;003;192;1;1;1;2004;05;;;;;;;;;;0;02;50.41631;;0
1;007;004;196;1;0;;;;;;;;;;;;;0;02;50.41631;;0
1;007;007;197;1;1;1;2009;06;;;;;;;;;;0;05;60.73999;;0
1;007;005;199;1;2;1;2013;06;1;2010;11;;;;;;;0;03;60.73999;;0
1;007;010;200;1;1;3;2011;04;;;;;;;;;;0;00;48.22758;;0
1;007;007;202;2;0;;;;;;;;;;;;;0;00;48.22758;;0
1;007;006;204;1;0;;;;;;;;;;;;;0;02;48.22758;;0
1;007;007;207;1;2;3;2007;05;3;2012;04;;;;;;;0;03;60.73999;;0
1;007;002;209;1;0;;;;;;;;;;;;;0;01;48.22758;;0
1;007;007;212;1;1;3;2011;04;;;;;;;;;;0;00;60.73999;;0
1;007;007;213;1;1;3;2010;05;;;;;;;;;;0;04;51.11607;;0
1;007;009;216;1;1;3;2012;05;;;;;;;;;;0;02;60.73999;;0
1;007;005;217;1;2;1;2006;05;3;2006;07;;;;;;;0;00;60.73999;;0
1;007;005;220;1;1;1;1999;06;;;;;;;;;;0;00;50.41631;;0
1;008;001;006;1;2;1;1987;03;1;2000;06;;;;;;;0;01;22.14006;;0
1;008;003;009;1;1;1;2001;07;;;;;;;;;;0;03;15.86038;;0
1;008;003;010;1;1;3;2001;07;;;;;;;;;;0;04;23.70127;;0
1;008;001;012;1;1;3;2000;04;;;;;;;;;;0;01;22.14006;;0
1;008;001;013;1;0;;;;;;;;;;;;;0;01;36.80507;;0
1;008;003;014;1;0;;;;;;;;;;;;;0;00;16.37781;;0
1;008;001;015;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;003;017;1;1;3;2001;05;;;;;;;;;;0;00;36.80507;;0
1;008;001;019;1;1;3;2009;05;;;;;;;;;;0;01;16.37781;;0
1;008;001;020;1;1;4;2001;09;;;;;;;;;;0;02;36.80507;;0
1;008;001;021;2;1;1;2003;08;;;;;;;;;;0;00;22.14006;;0
1;008;001;022;1;1;3;2002;04;;;;;;;;;;0;00;22.14006;;0
1;008;002;024;1;3;3;2002;06;3;2013;11;3;1994;06;;;;0;05;16.37781;;0
1;008;003;026;1;1;3;2008;04;;;;;;;;;;1;02;15.86038;;0
1;008;001;027;1;1;1;1996;07;;;;;;;;;;0;03;22.14006;;0
1;008;003;029;1;2;3;2006;05;1;1997;04;;;;;;;0;03;16.37781;;0
1;008;002;031;1;1;3;2003;08;;;;;;;;;;0;03;15.86038;;0
1;008;001;033;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;001;035;2;1;1;1999;05;;;;;;;;;;0;00;22.14006;;0
1;008;001;036;2;1;3;1999;06;;;;;;;;;;0;00;36.80507;;0
1;008;001;038;1;0;;;;;;;;;;;;;0;01;22.14006;;0
1;008;003;039;1;1;3;2007;04;;;;;;;;;;0;01;22.14006;;0
1;008;001;040;2;1;1;2012;04;;;;;;;;;;0;01;22.14006;;0
1;008;002;041;1;2;1;1999;04;1;2000;05;;;;;;;0;02;36.80507;;0
1;008;003;042;1;2;3;2006;07;1;2003;05;;;;;;;0;03;15.86038;;0
1;008;001;043;1;0;;;;;;;;;;;;;0;00;16.37781;;0
1;008;002;044;1;2;1;2002;05;3;2007;05;;;;;;;0;00;23.70127;;0
1;008;001;045;2;1;3;2007;06;;;;;;;;;;0;00;16.37781;;0
1;008;002;047;1;2;4;2012;06;1;2001;04;;;;;;;0;05;23.70127;;0
1;008;001;048;2;1;1;2006;04;;;;;;;;;;0;00;22.14006;;0
1;008;002;049;2;2;3;2006;07;1;2000;07;;;;;;;0;02;36.80507;;0
1;008;001;050;1;2;3;2000;05;3;2002;08;;;;;;;0;02;36.80507;;0
1;008;002;051;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;002;053;1;0;;;;;;;;;;;;;0;01;22.14006;;0
1;008;003;057;1;1;3;1992;06;;;;;;;;;;0;02;22.14006;;0
1;008;001;058;1;1;3;2006;06;;;;;;;;;;0;02;22.14006;;0
1;008;002;059;1;0;;;;;;;;;;;;;0;00;36.80507;;0
1;008;001;060;1;2;1;2013;05;1;1997;05;;;;;;;0;02;15.86038;;0
1;008;002;064;1;2;3;2006;08;3;2006;06;;;;;;;0;03;16.37781;;0
1;008;001;066;1;1;3;2003;04;;;;;;;;;;0;00;15.86038;;0
1;008;001;068;1;1;1;1980;10;;;;;;;;;;0;01;15.86038;;0
1;008;002;069;1;1;3;2005;07;;;;;;;;;;0;00;22.14006;;0
1;008;002;070;1;1;3;2001;06;;;;;;;;;;0;00;15.86038;;0
1;008;002;071;1;2;3;2000;06;3;1999;07;;;;;;;0;02;15.86038;;0
1;008;001;073;1;2;1;2002;06;1;1996;04;;;;;;;1;03;15.86038;;0
1;008;002;074;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;001;075;1;1;1;1995;06;;;;;;;;;;0;00;22.14006;;0
1;008;001;077;1;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;001;078;1;1;3;2007;06;;;;;;;;;;0;00;22.14006;;0
1;008;002;079;1;0;;;;;;;;;;;;;0;02;22.14006;;0
1;008;002;080;1;2;3;2011;06;1;1998;07;;;;;;;0;00;36.80507;;0
1;008;001;082;1;1;1;1995;06;;;;;;;;;;0;01;22.14006;;0
1;008;002;085;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;001;086;1;1;3;2010;08;;;;;;;;;;0;00;36.80507;;0
1;008;002;087;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;002;088;1;3;1;2000;06;3;2004;04;3;2010;04;;;;0;01;15.86038;;0
1;008;001;089;1;1;3;2003;07;;;;;;;;;;0;00;15.86038;;0
1;008;003;090;1;2;1;1999;04;1;2013;04;;;;;;;0;00;15.86038;;0
1;008;001;091;1;2;3;2007;05;3;2008;06;;;;;;;1;04;36.80507;;0
1;008;002;093;1;1;1;1995;05;;;;;;;;;;0;02;36.80507;;0
1;008;001;094;2;1;1;2003;07;;;;;;;;;;0;00;22.14006;;0
1;008;001;097;1;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;002;098;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;001;099;1;1;3;2009;05;;;;;;;;;;0;00;36.80507;;0
1;008;001;100;2;1;1;2005;05;;;;;;;;;;0;02;22.14006;;0
1;008;003;103;1;1;3;2008;04;;;;;;;;;;0;00;36.80507;;0
1;008;001;104;1;1;1;1996;06;;;;;;;;;;0;00;22.14006;;0
1;008;001;106;1;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;001;107;1;1;1;1994;04;;;;;;;;;;0;00;22.14006;;0
1;008;001;108;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;002;109;1;0;;;;;;;;;;;;;0;00;36.80507;;0
1;008;002;110;1;1;1;2004;05;;;;;;;;;;0;00;22.14006;;0
1;008;003;111;1;1;3;2010;06;;;;;;;;;;1;00;15.86038;;0
1;008;001;112;1;0;;;;;;;;;;;;;0;03;36.80507;;0
1;008;001;113;1;1;1;2008;04;;;;;;;;;;0;02;15.86038;;0
1;008;002;115;1;2;3;2007;07;1;2002;05;;;;;;;0;00;36.80507;;0
1;008;001;117;1;1;3;1992;05;;;;;;;;;;0;00;22.14006;;0
1;008;002;121;1;1;3;2013;04;;;;;;;;;;0;00;22.14006;;0
1;008;001;123;1;2;3;2001;05;1;2000;04;;;;;;;0;03;36.80507;;0
1;008;002;124;1;0;;;;;;;;;;;;;0;01;22.14006;;0
1;008;003;127;2;1;3;1992;05;;;;;;;;;;0;00;36.80507;;0
1;008;001;128;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;002;129;1;0;;;;;;;;;;;;;0;00;15.86038;;0
1;008;001;132;1;1;1;1996;05;;;;;;;;;;0;01;36.80507;;0
1;008;001;133;1;2;1;2005;07;3;2007;08;;;;;;;2;03;15.86038;;0
1;008;003;135;1;2;3;2006;06;1;2000;04;;;;;;;0;01;16.37781;;0
1;008;001;136;2;0;;;;;;;;;;;;;0;00;22.14006;;0
1;008;001;137;1;0;;;;;;;;;;;;;0;02;22.14006;;0
1;009;006;001;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;006;004;1;0;;;;;;;;;;;;;0;00;75.40951;;0
1;009;009;006;2;0;;;;;;;;;;;;;0;00;43.55430;;0
1;009;009;007;1;1;3;2011;05;;;;;;;;;;0;00;65.14248;;0
1;009;010;009;2;1;3;2006;04;;;;;;;;;;0;00;61.59347;;0
1;009;006;011;1;1;1;1997;05;;;;;;;;;;1;02;43.55430;;0
1;009;002;012;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;002;013;1;1;1;2004;05;;;;;;;;;;0;01;61.59347;;0
1;009;009;015;1;2;3;2004;08;1;2013;04;;;;;;;0;02;43.55430;;0
1;009;009;016;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;009;017;1;1;1;1995;04;;;;;;;;;;0;01;65.14248;;0
1;009;002;018;1;1;3;2008;06;;;;;;;;;;0;00;43.55430;;0
1;009;009;019;1;2;3;2006;06;1;2008;31;;;;;;;0;00;43.55430;;0
1;009;009;020;1;1;1;2007;04;;;;;;;;;;1;02;43.55430;;0
1;009;010;022;1;1;1;2006;04;;;;;;;;;;0;00;61.59347;;0
1;009;010;023;1;1;1;1996;06;;;;;;;;;;0;00;61.59347;;0
1;009;002;024;1;1;1;2004;05;;;;;;;;;;0;00;61.59347;;0
1;009;003;025;1;1;3;2000;06;;;;;;;;;;0;01;61.59347;;0
1;009;010;026;1;1;3;2011;09;;;;;;;;;;0;03;43.55430;;0
1;009;006;027;2;1;3;2000;07;;;;;;;;;;1;01;61.59347;;0
1;009;010;028;1;1;3;2003;06;;;;;;;;;;0;00;43.55430;;0
1;009;002;029;2;2;3;2011;06;3;2012;06;;;;;;;0;01;43.55430;;0
1;009;009;031;1;1;1;2012;06;;;;;;;;;;0;01;43.55430;;0
1;009;009;032;1;1;3;2006;04;;;;;;;;;;0;00;61.59347;;0
1;009;009;033;1;1;1;2006;04;;;;;;;;;;0;01;43.55430;;0
1;009;004;035;1;1;3;2011;06;;;;;;;;;;0;00;43.55430;;0
1;009;010;037;1;1;1;2003;05;;;;;;;;;;0;00;61.59347;;0
1;009;008;038;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;002;039;1;2;3;2010;04;3;2004;04;;;;;;;0;02;43.55430;;0
1;009;009;040;1;0;;;;;;;;;;;;;0;00;43.55430;;0
1;009;010;041;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;010;043;1;1;1;1994;06;;;;;;;;;;0;00;43.55430;;0
1;009;002;045;1;1;1;2009;05;;;;;;;;;;0;01;43.55430;;0
1;009;010;047;1;2;3;2010;07;1;2006;05;;;;;;;0;02;43.55430;;0
1;009;002;048;1;1;1;2007;04;;;;;;;;;;1;01;61.59347;;0
1;009;002;049;2;1;1;2004;05;;;;;;;;;;0;00;61.59347;;0
1;009;004;051;1;1;1;2000;04;;;;;;;;;;0;03;65.14248;;0
1;009;010;052;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;006;057;1;1;1;2003;09;;;;;;;;;;0;01;61.59347;;0
1;009;010;058;1;2;3;2005;05;1;1999;07;;;;;;;1;00;43.55430;;0
1;009;009;059;1;1;3;2006;08;;;;;;;;;;1;02;43.55430;;0
1;009;009;060;2;1;1;1995;05;;;;;;;;;;0;03;61.59347;;0
1;009;008;061;1;1;3;2011;06;;;;;;;;;;0;01;43.55430;;0
1;009;010;062;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;009;063;1;1;1;1997;04;;;;;;;;;;0;00;61.59347;;0
1;009;009;064;1;0;;;;;;;;;;;;;0;02;61.59347;;0
1;009;009;065;1;1;1;1998;05;;;;;;;;;;0;00;43.55430;;0
1;009;009;067;1;1;3;2005;05;;;;;;;;;;0;00;61.59347;;0
1;009;010;068;1;1;1;1996;05;;;;;;;;;;0;01;43.55430;;0
1;009;008;069;1;0;;;;;;;;;;;;;0;01;61.59347;;0
1;009;010;070;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;006;071;1;0;;;;;;;;;;;;;0;01;61.59347;;0
1;009;002;072;1;2;1;2007;04;1;2001;07;;;;;;;0;02;43.55430;;0
1;009;002;073;2;1;1;2010;09;;;;;;;;;;0;01;61.59347;;0
1;009;010;079;1;1;1;2011;07;;;;;;;;;;0;00;43.55430;;0
1;009;010;080;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;009;081;2;1;1;1996;06;;;;;;;;;;0;00;61.59347;;0
1;009;001;083;1;0;;;;;;;;;;;;;0;00;43.55430;;0
1;009;002;084;1;2;3;2007;05;1;1998;05;;;;;;;0;00;75.40951;;0
1;009;009;087;1;1;3;2000;06;;;;;;;;;;0;02;43.55430;;0
1;009;006;088;1;1;3;2003;04;;;;;;;;;;0;00;61.59347;;0
1;009;009;090;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;002;091;2;1;3;2010;08;;;;;;;;;;0;00;61.59347;;0
1;009;010;092;1;1;3;2011;04;;;;;;;;;;0;00;61.59347;;0
1;009;010;093;1;1;3;2009;06;;;;;;;;;;0;00;65.14248;;0
1;009;006;094;1;1;3;2002;04;;;;;;;;;;0;01;61.59347;;0
1;009;010;095;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;009;098;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;008;100;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;002;102;1;1;3;2012;06;;;;;;;;;;0;03;75.40951;;0
1;009;006;103;2;1;1;2003;07;;;;;;;;;;0;00;61.59347;;0
1;009;009;104;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;010;105;1;1;3;2011;05;;;;;;;;;;0;00;61.59347;;0
1;009;002;110;1;1;3;2005;05;;;;;;;;;;0;00;61.59347;;0
1;009;008;111;1;1;1;2008;07;;;;;;;;;;0;00;43.55430;;0
1;009;009;113;1;1;1;2006;04;;;;;;;;;;0;00;61.59347;;0
1;009;008;114;1;1;3;2009;05;;;;;;;;;;0;00;61.59347;;0
1;009;002;116;1;1;3;2008;05;;;;;;;;;;0;00;43.55430;;0
1;009;002;117;1;1;1;2002;06;;;;;;;;;;0;00;43.55430;;0
1;009;009;118;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;006;120;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;010;121;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;006;122;1;1;6;2009;05;;;;;;;;;;0;01;61.59347;;0
1;009;002;125;1;1;3;2006;04;;;;;;;;;;0;00;61.59347;;0
1;009;009;126;1;0;;;;;;;;;;;;;0;00;43.55430;;0
1;009;002;128;1;1;1;2002;05;;;;;;;;;;0;03;65.14248;;0
1;009;008;131;2;2;3;2002;05;1;2012;04;;;;;;;0;00;43.55430;;0
1;009;009;134;1;1;3;1995;07;;;;;;;;;;0;02;43.55430;;0
1;009;008;136;1;2;3;2011;05;3;2006;04;;;;;;;0;04;43.55430;;0
1;009;002;137;1;2;3;2002;05;3;2002;05;;;;;;;0;04;97.53883;;0
1;009;002;139;2;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;002;140;1;1;3;2009;04;;;;;;;;;;0;02;43.55430;;0
1;009;004;141;1;1;3;1994;07;;;;;;;;;;1;01;65.14248;;0
1;009;002;143;1;1;3;2013;06;;;;;;;;;;0;01;43.55430;;0
1;009;010;145;2;1;3;1997;10;;;;;;;;;;0;01;43.55430;;0
1;009;010;147;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;002;150;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;010;152;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;009;155;1;1;1;2010;04;;;;;;;;;;1;01;61.59347;;0
1;009;010;156;1;1;3;2008;04;;;;;;;;;;0;05;61.59347;;0
1;009;009;157;2;1;1;2000;05;;;;;;;;;;0;00;61.59347;;0
1;009;002;159;1;2;1;2008;02;1;2013;04;;;;;;;0;02;43.55430;;0
1;009;008;160;1;1;1;2011;05;;;;;;;;;;0;00;61.59347;;0
1;009;010;163;1;1;3;2004;04;;;;;;;;;;0;01;61.59347;;0
1;009;002;164;1;1;1;2013;05;;;;;;;;;;0;01;61.59347;;0
1;009;008;165;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;009;002;166;1;0;;;;;;;;;;;;;0;00;61.59347;;0
1;010;003;001;1;0;;;;;;;;;;;;;0;00;35.01439;;0
1;010;003;002;1;1;1;2003;09;;;;;;;;;;0;00;35.01439;;0
1;010;001;005;1;1;1;2005;06;;;;;;;;;;0;02;35.01439;;0
1;010;002;006;1;1;1;1999;04;;;;;;;;;;0;00;59.90053;;0
1;010;004;007;1;1;3;2012;06;;;;;;;;;;0;00;35.01439;;0
1;010;003;008;2;1;3;2007;06;;;;;;;;;;0;02;35.01439;;0
1;010;003;010;1;2;3;2006;07;3;1992;06;;;;;;;0;00;59.90053;;0
1;010;002;011;1;1;3;2003;05;;;;;;;;;;0;02;35.01439;;0
1;010;003;012;1;1;1;2006;05;;;;;;;;;;0;00;35.01439;;0
1;010;004;013;1;1;3;1995;05;;;;;;;;;;0;05;59.90053;;0
1;010;001;017;1;1;3;2012;06;;;;;;;;;;0;01;45.71320;;0
1;010;004;018;1;2;3;2006;07;3;2006;07;;;;;;;0;04;45.71320;;0
1;010;002;019;1;1;1;2001;04;;;;;;;;;;0;01;60.74827;;0
1;010;007;020;2;0;;;;;;;;;;;;;0;00;60.74827;;0
1;010;005;022;1;1;1;2007;10;;;;;;;;;;0;00;35.01439;;0
1;010;007;023;1;1;1;2007;04;;;;;;;;;;0;00;60.74827;;0
1;010;005;024;1;1;1;1994;05;;;;;;;;;;0;00;60.74827;;0
1;010;004;025;1;3;1;2004;05;1;1989;05;3;1993;07;;;;0;03;35.01439;;0
