MP1;TIRA;MP3;ECH;M5;M6;M8A;M9A;M10A;M8B;M9B;M10B;M8C;M9C;M10C;M8D;M9D;M10D;M14;M20;COE0;ZFET;MFIN
1;025;005;001;1;0;;;;;;;;;;;;;0;00;47.44429;;0
1;025;005;003;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;004;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;006;005;1;0;;;;;;;;;;;;;0;02;47.44429;;0
1;025;004;006;1;1;1;2003;06;;;;;;;;;;0;00;34.78069;;0
1;025;004;009;1;1;3;2010;07;;;;;;;;;;0;00;33.49204;;0
1;025;008;010;1;1;3;2013;25;;;;;;;;;;0;02;47.44429;;0
1;025;006;011;1;1;3;2010;06;;;;;;;;;;0;01;33.49204;;0
1;025;005;016;1;1;3;1993;06;;;;;;;;;;0;00;33.49204;;0
1;025;010;017;1;2;1;2009;04;3;2007;08;;;;;;;1;01;47.44429;;0
1;025;005;018;1;1;1;2004;06;;;;;;;;;;0;00;33.49204;;0
1;025;007;019;1;2;3;2001;06;3;2004;09;;;;;;;1;00;47.44429;;0
1;025;004;020;1;1;3;2006;06;;;;;;;;;;0;00;33.49204;;0
1;025;005;021;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;003;024;1;1;3;2011;05;;;;;;;;;;0;02;28.32924;;0
1;025;005;025;1;1;3;2009;05;;;;;;;;;;0;00;33.49204;;0
1;025;004;028;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;029;1;1;1;2013;06;;;;;;;;;;0;00;33.49204;;0
1;025;005;030;1;0;;;;;;;;;;;;;0;02;47.44429;;0
1;025;005;034;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;004;036;1;1;1;2007;04;;;;;;;;;;0;00;33.49204;;0
1;025;004;038;1;1;3;2002;06;;;;;;;;;;0;00;33.49204;;0
1;025;004;039;1;1;3;1996;05;;;;;;;;;;0;00;33.49204;;0
1;025;005;040;1;1;3;2001;06;;;;;;;;;;0;01;33.49204;;0
1;025;004;042;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;003;044;1;1;1;2003;06;;;;;;;;;;0;00;33.49204;;0
1;025;007;046;2;0;;;;;;;;;;;;;1;00;33.49204;;0
1;025;008;050;1;1;3;2003;05;;;;;;;;;;0;00;33.49204;;0
1;025;005;051;2;0;;;;;;;;;;;;;1;00;33.49204;;0
1;025;006;052;1;0;;;;;;;;;;;;;0;01;33.49204;;0
1;025;005;053;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;054;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;056;1;3;1;1981;10;3;2004;06;3;2005;05;;;;0;00;33.49204;;0
1;025;005;057;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;002;058;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;004;059;1;2;1;2005;05;1;1997;05;;;;;;;0;00;47.44429;;0
1;025;004;060;1;1;1;2003;07;;;;;;;;;;1;02;47.44429;;0
1;025;007;062;2;0;;;;;;;;;;;;;0;02;33.49204;;0
1;025;005;064;1;1;3;1997;08;;;;;;;;;;1;00;33.49204;;0
1;025;005;065;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;067;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;002;068;2;1;1;2001;04;;;;;;;;;;0;00;33.49204;;0
1;025;004;069;1;1;1;1996;05;;;;;;;;;;0;00;33.49204;;0
1;025;005;071;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;072;1;1;1;1998;04;;;;;;;;;;0;00;47.44429;;0
1;025;008;073;1;0;;;;;;;;;;;;;0;02;134.4186;;0
1;025;005;074;2;1;3;2008;04;;;;;;;;;;0;00;33.49204;;0
1;025;002;076;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;078;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;079;1;1;1;1996;04;;;;;;;;;;0;00;33.49204;;0
1;025;005;080;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;007;081;1;1;3;2005;05;;;;;;;;;;0;01;47.44429;;0
1;025;004;082;1;1;3;2004;06;;;;;;;;;;0;00;33.49204;;0
1;025;005;083;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;084;1;1;1;2001;04;;;;;;;;;;0;00;33.49204;;0
1;025;007;085;1;0;;;;;;;;;;;;;0;00;47.44429;;0
1;025;004;086;1;1;1;2006;06;;;;;;;;;;0;01;33.49204;;0
1;025;004;087;2;0;;;;;;;;;;;;;0;01;33.49204;;0
1;025;007;089;1;1;3;2004;06;;;;;;;;;;0;00;34.78069;;0
1;025;005;090;1;2;3;2005;06;1;2007;05;;;;;;;0;00;28.32924;;0
1;025;005;091;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;009;092;2;0;;;;;;;;;;;;;0;01;33.49204;;0
1;025;005;093;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;094;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;095;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;096;1;1;1;2000;06;;;;;;;;;;0;00;33.49204;;0
1;025;002;097;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;098;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;099;1;1;3;2003;07;;;;;;;;;;0;00;47.44429;;0
1;025;002;100;1;1;3;2001;05;;;;;;;;;;0;00;33.49204;;0
1;025;005;101;2;1;3;2009;05;;;;;;;;;;0;00;33.49204;;0
1;025;005;102;1;1;3;2012;05;;;;;;;;;;0;02;134.4186;;0
1;025;012;103;1;1;3;2002;06;;;;;;;;;;0;02;47.44429;;0
1;025;004;104;1;1;1;1999;04;;;;;;;;;;0;00;47.44429;;0
1;025;005;107;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;004;111;2;0;;;;;;;;;;;;;1;00;33.49204;;0
1;025;005;112;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;114;1;1;3;2001;06;;;;;;;;;;0;00;33.49204;;0
1;025;005;116;2;1;1;2005;04;;;;;;;;;;0;00;33.49204;;0
1;025;003;117;1;1;3;2008;06;;;;;;;;;;0;00;33.49204;;0
1;025;004;118;2;0;;;;;;;;;;;;;0;01;33.49204;;0
1;025;005;121;2;1;1;2005;06;;;;;;;;;;0;00;33.49204;;0
1;025;005;126;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;128;1;0;;;;;;;;;;;;;0;00;47.44429;;0
1;025;004;129;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;130;1;1;1;2009;05;;;;;;;;;;0;00;33.49204;;0
1;025;004;131;1;1;3;2009;04;;;;;;;;;;0;00;33.49204;;0
1;025;005;132;2;0;;;;;;;;;;;;;0;01;33.49204;;0
1;025;005;136;1;1;3;2006;06;;;;;;;;;;0;00;33.49204;;0
1;025;004;137;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;141;1;1;1;1999;06;;;;;;;;;;0;00;33.49204;;0
1;025;005;142;2;1;3;2007;04;;;;;;;;;;0;00;33.49204;;0
1;025;004;143;1;1;1;2006;06;;;;;;;;;;0;00;33.49204;;0
1;025;002;144;1;1;3;1996;06;;;;;;;;;;0;00;33.49204;;0
1;025;004;145;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;008;146;1;1;1;2000;05;;;;;;;;;;0;03;34.78069;;0
1;025;005;147;1;1;1;1999;04;;;;;;;;;;0;01;33.49204;;0
1;025;005;149;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;150;1;1;1;2006;07;;;;;;;;;;0;00;33.49204;;0
1;025;005;151;2;1;3;1994;06;;;;;;;;;;0;00;33.49204;;0
1;025;002;153;2;1;3;2006;06;;;;;;;;;;1;01;33.49204;;0
1;025;007;154;1;1;1;2003;07;;;;;;;;;;0;02;34.78069;;0
1;025;005;155;1;1;1;2010;06;;;;;;;;;;0;00;33.49204;;0
1;025;004;156;1;1;1;2012;04;;;;;;;;;;0;00;47.44429;;0
1;025;005;157;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;159;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;010;160;1;1;3;2012;06;;;;;;;;;;0;03;47.44429;;0
1;025;005;161;2;0;;;;;;;;;;;;;0;01;33.49204;;0
1;025;005;166;2;1;3;2008;06;;;;;;;;;;0;00;47.44429;;0
1;025;005;167;1;1;3;2007;07;;;;;;;;;;0;00;33.49204;;0
1;025;007;169;2;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;170;1;1;3;2010;06;;;;;;;;;;0;01;33.49204;;0
1;025;004;171;2;1;3;2000;06;;;;;;;;;;0;01;33.49204;;0
1;025;003;173;1;2;3;2004;04;3;2011;04;;;;;;;1;04;47.44429;;0
1;025;004;174;1;0;;;;;;;;;;;;;1;01;33.49204;;0
1;025;003;175;1;2;1;2009;06;1;1999;04;;;;;;;0;02;47.44429;;0
1;025;005;177;1;1;1;1996;06;;;;;;;;;;0;00;33.49204;;0
1;025;005;178;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;179;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;181;1;0;;;;;;;;;;;;;0;01;33.49204;;0
1;025;004;183;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;025;005;185;1;0;;;;;;;;;;;;;0;00;33.49204;;0
1;026;010;002;1;2;1;2012;05;1;1995;07;;;;;;;1;01;66.45354;;0
1;026;001;003;1;0;;;;;;;;;;;;;0;01;47.34474;;0
1;026;001;004;2;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;003;005;1;1;3;1989;09;;;;;;;;;;1;01;47.34474;;0
1;026;001;006;1;1;3;2010;04;;;;;;;;;;0;02;66.45354;;0
1;026;009;007;1;0;;;;;;;;;;;;;0;01;47.34474;;0
1;026;001;008;1;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;003;009;1;1;3;2007;05;;;;;;;;;;0;01;47.34474;;0
1;026;003;010;1;1;1;1992;04;;;;;;;;;;0;00;47.34474;;0
1;026;001;011;1;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;008;013;1;2;3;2008;06;1;2010;05;;;;;;;0;03;84.55945;;0
1;026;010;014;1;1;3;2008;06;;;;;;;;;;0;00;47.34474;;0
1;026;003;015;1;1;3;2004;07;;;;;;;;;;0;00;48.96703;;0
1;026;008;018;1;2;1;2008;07;1;2011;04;;;;;;;1;05;66.45354;;0
1;026;001;019;1;1;1;2006;04;;;;;;;;;;0;01;47.34474;;0
1;026;010;020;1;1;1;2002;05;;;;;;;;;;0;03;47.34474;;0
1;026;002;021;2;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;007;022;1;1;1;2009;05;;;;;;;;;;0;00;84.55945;;0
1;026;010;024;1;2;1;1993;04;1;1971;12;;;;;;;1;00;47.34474;;0
1;026;004;026;1;1;1;1998;04;;;;;;;;;;0;01;47.34474;;0
1;026;010;027;1;2;1;2004;04;1;2010;05;;;;;;;0;03;66.45354;;0
1;026;010;030;1;1;1;1999;05;;;;;;;;;;0;00;47.34474;;0
1;026;010;032;1;2;3;2011;06;3;2008;06;;;;;;;0;04;48.96703;;0
1;026;010;033;1;1;1;1997;07;;;;;;;;;;0;00;47.34474;;0
1;026;004;034;1;1;3;2012;07;;;;;;;;;;0;00;48.96703;;0
1;026;001;036;1;1;3;2002;05;;;;;;;;;;0;01;47.34474;;0
1;026;008;039;1;1;3;2000;06;;;;;;;;;;0;00;66.45354;;0
1;026;010;044;1;1;3;2010;07;;;;;;;;;;0;01;47.34474;;0
1;026;010;047;1;1;1;2000;05;;;;;;;;;;0;00;66.45354;;0
1;026;002;048;1;1;3;2008;05;;;;;;;;;;0;01;47.34474;;0
1;026;010;049;1;2;3;2005;05;3;2006;05;;;;;;;0;00;66.45354;;0
1;026;010;050;1;3;3;2011;12;1;2011;07;1;2003;05;;;;0;02;48.96703;;0
1;026;002;051;2;1;3;2002;09;;;;;;;;;;0;00;47.34474;;0
1;026;002;052;1;2;3;2004;04;3;2008;07;;;;;;;0;01;66.45354;;0
1;026;004;053;1;1;3;2012;05;;;;;;;;;;0;00;47.34474;;0
1;026;010;055;1;2;1;1997;04;3;1991;04;;;;;;;0;01;66.45354;;0
1;026;007;056;1;2;3;2008;04;3;1999;05;;;;;;;0;03;84.55945;;0
1;026;001;057;1;1;1;2007;04;;;;;;;;;;0;00;47.34474;;0
1;026;001;061;1;1;1;1998;07;;;;;;;;;;0;00;47.34474;;0
1;026;003;062;2;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;001;065;1;2;1;2012;06;3;2002;09;;;;;;;0;00;66.45354;;0
1;026;010;066;1;0;;;;;;;;;;;;;0;01;66.45354;;0
1;026;001;067;1;0;;;;;;;;;;;;;1;00;47.34474;;0
1;026;010;068;1;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;007;069;1;1;3;1997;07;;;;;;;;;;1;01;47.34474;;0
1;026;010;071;1;0;;;;;;;;;;;;;1;01;47.34474;;0
1;026;001;072;1;1;1;2012;04;;;;;;;;;;0;00;47.34474;;0
1;026;010;073;1;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;003;074;2;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;004;078;2;1;3;2001;05;;;;;;;;;;0;00;47.34474;;0
1;026;010;079;1;1;1;2006;04;;;;;;;;;;0;00;47.34474;;0
1;026;001;081;1;1;3;2007;04;;;;;;;;;;0;00;47.34474;;0
1;026;001;082;1;1;3;2009;08;;;;;;;;;;0;00;47.34474;;0
1;026;001;083;1;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;007;084;1;1;7;2004;10;;;;;;;;;;0;00;47.34474;;0
1;026;008;085;1;2;3;2004;06;3;2012;06;;;;;;;0;04;48.96703;;0
1;026;010;086;1;0;;;;;;;;;;;;;0;01;47.34474;;0
1;026;010;087;1;2;3;1998;06;1;2005;06;;;;;;;0;03;66.45354;;0
1;026;010;090;2;0;;;;;;;;;;;;;0;01;47.34474;;0
1;026;001;092;1;2;3;2010;06;3;2007;06;;;;;;;0;03;48.96703;;0
1;026;011;093;1;2;1;2013;04;3;2012;07;;;;;;;0;06;48.96703;;0
1;026;001;095;1;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;002;097;1;1;3;2010;06;;;;;;;;;;0;00;47.34474;;0
1;026;001;099;1;1;1;2010;06;;;;;;;;;;0;00;66.45354;;0
1;026;001;101;1;1;3;2000;05;;;;;;;;;;0;01;84.55945;;0
1;026;001;102;1;1;1;2003;05;;;;;;;;;;0;00;47.34474;;0
1;026;004;103;1;1;1;2011;05;;;;;;;;;;0;00;66.45354;;0
1;026;010;108;1;1;3;1996;07;;;;;;;;;;0;00;47.34474;;0
1;026;004;110;1;1;3;2004;04;;;;;;;;;;0;00;47.34474;;0
1;026;011;116;1;2;1;2010;05;3;2008;08;;;;;;;0;02;66.45354;;0
1;026;010;117;1;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;010;119;1;1;3;2010;06;;;;;;;;;;0;00;66.45354;;0
1;026;003;120;1;0;;;;;;;;;;;;;0;00;66.45354;;0
1;026;001;121;1;1;1;1997;04;;;;;;;;;;0;01;47.34474;;0
1;026;010;124;1;1;1;2006;06;;;;;;;;;;0;01;84.55945;;0
1;026;010;126;1;2;2;1983;04;3;1983;05;;;;;;;1;00;66.45354;;0
1;026;010;127;1;2;3;2012;07;3;2003;06;;;;;;;0;04;48.96703;;0
1;026;003;131;1;1;3;2005;06;;;;;;;;;;0;02;66.45354;;0
1;026;007;132;1;1;1;1995;04;;;;;;;;;;0;00;66.45354;;0
1;026;010;136;1;0;;;;;;;;;;;;;0;03;66.45354;;0
1;026;001;138;2;1;3;2007;04;;;;;;;;;;0;00;47.34474;;0
1;026;010;142;1;3;3;2005;05;3;2012;04;1;1999;06;;;;0;02;48.96703;;0
1;026;010;144;2;1;3;2001;06;;;;;;;;;;0;00;47.34474;;0
1;026;010;145;1;1;3;2011;04;;;;;;;;;;0;01;47.34474;;0
1;026;005;146;1;1;1;2011;04;;;;;;;;;;0;00;47.34474;;0
1;026;001;148;1;0;;;;;;;;;;;;;0;01;47.34474;;0
1;026;010;151;1;1;1;2010;04;;;;;;;;;;0;00;66.45354;;0
1;026;004;152;1;1;1;1996;04;;;;;;;;;;0;00;47.34474;;0
1;026;004;154;2;1;1;1999;05;;;;;;;;;;0;00;47.34474;;0
1;026;007;158;1;2;3;2008;07;1;2002;04;;;;;;;0;03;84.55945;;0
1;026;010;161;1;2;3;2002;06;3;2005;05;;;;;;;0;00;66.45354;;0
1;026;004;169;1;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;001;171;1;1;1;1994;04;;;;;;;;;;0;00;47.34474;;0
1;026;010;172;2;0;;;;;;;;;;;;;0;00;47.34474;;0
1;026;001;173;1;0;;;;;;;;;;;;;1;00;47.34474;;0
1;026;007;175;1;1;1;2009;07;;;;;;;;;;0;02;66.45354;;0
1;027;001;001;1;1;1;2002;04;;;;;;;;;;0;02;46.68142;;0
1;027;002;003;1;2;3;2000;07;3;2009;04;;;;;;;1;02;36.50562;;0
1;027;002;004;1;1;3;2008;03;;;;;;;;;;0;03;56.54671;;0
1;027;002;005;1;2;1;1999;06;1;2013;06;;;;;;;0;01;46.68142;;0
1;027;006;006;1;3;1;2011;05;4;2013;06;1;2003;05;;;;0;03;26.90817;;0
1;027;006;007;1;1;3;2001;05;;;;;;;;;;0;00;56.54671;;0
1;027;006;008;1;2;3;2013;06;3;2013;05;;;;;;;1;01;89.07837;;0
1;027;001;009;1;1;1;2012;06;;;;;;;;;;0;05;36.50562;;0
1;027;001;010;1;2;1;2006;05;1;2000;10;;;;;;;1;04;36.50562;;0
1;027;002;012;1;2;3;2002;06;3;2002;08;;;;;;;1;02;36.50562;;0
1;027;002;014;1;3;1;2005;17;3;2005;07;3;2011;07;;;;0;02;46.68142;;0
1;027;006;015;1;2;3;2009;06;3;2011;07;;;;;;;1;02;46.68142;;0
1;027;006;016;2;1;3;2000;05;;;;;;;;;;0;00;56.54671;;0
1;027;005;018;1;1;3;2010;05;;;;;;;;;;0;01;56.54671;;0
1;027;005;021;1;2;1;2003;09;1;1996;10;;;;;;;0;02;56.54671;;0
1;027;001;023;1;2;1;1996;04;3;2002;07;;;;;;;0;01;26.90817;;0
1;027;006;024;1;1;3;2008;04;;;;;;;;;;0;01;46.68142;;0
1;027;002;025;1;0;;;;;;;;;;;;;0;00;56.54671;;0
1;027;001;026;1;1;3;2001;05;;;;;;;;;;1;00;46.68142;;0
1;027;006;027;1;1;1;2002;05;;;;;;;;;;0;03;36.50562;;0
1;027;005;028;1;2;3;2001;06;3;2006;07;;;;;;;0;01;46.68142;;0
1;027;002;029;1;2;1;2003;07;1;2005;06;;;;;;;0;01;46.68142;;0
1;027;010;030;2;0;;;;;;;;;;;;;0;01;56.54671;;0
1;027;002;031;1;1;3;2005;08;;;;;;;;;;0;00;46.68142;;0
1;027;006;032;1;1;1;1991;04;;;;;;;;;;0;01;56.54671;;0
1;027;005;034;1;1;3;1998;05;;;;;;;;;;0;01;36.50562;;0
1;027;006;035;2;1;3;2012;04;;;;;;;;;;0;00;46.68142;;0
1;027;005;039;1;1;1;2007;05;;;;;;;;;;0;01;56.54671;;0
1;027;006;040;1;1;1;2008;09;;;;;;;;;;0;01;46.68142;;0
1;027;001;041;2;2;3;2009;07;3;2004;07;;;;;;;0;00;46.68142;;0
1;027;001;042;1;1;1;1990;05;;;;;;;;;;0;00;56.54671;;0
1;027;001;043;1;1;1;1995;05;;;;;;;;;;0;02;36.50562;;0
1;027;005;044;1;2;3;2007;04;3;2012;05;;;;;;;0;01;56.54671;;0
1;027;006;046;1;1;1;2000;05;;;;;;;;;;0;05;46.68142;;0
1;027;005;047;1;2;3;2013;06;3;2007;05;;;;;;;0;02;89.07837;;0
1;027;002;048;1;2;3;1993;04;1;1998;13;;;;;;;0;02;26.90817;;0
1;027;002;054;1;2;1;2005;09;1;1997;09;;;;;;;0;03;26.90817;;0
1;027;002;056;1;2;1;2003;05;1;2009;08;;;;;;;0;01;46.68142;;0
1;027;006;057;1;2;3;2002;07;3;2005;07;;;;;;;0;00;46.68142;;0
1;027;002;058;1;2;3;2007;07;1;2008;04;;;;;;;0;02;46.68142;;0
1;027;002;059;1;4;1;1987;06;3;2000;07;3;2003;11;3;2005;05;0;04;36.50562;;0
1;027;001;060;2;1;1;2001;07;;;;;;;;;;0;01;56.54671;;0
1;027;006;063;1;1;1;1989;04;;;;;;;;;;0;00;56.54671;;0
1;027;005;064;1;2;1;1999;07;1;2000;06;;;;;;;0;00;46.68142;;0
1;027;005;065;2;1;3;2000;01;;;;;;;;;;0;00;46.68142;;0
1;027;005;067;1;1;1;2012;06;;;;;;;;;;0;01;56.54671;;0
1;027;005;068;2;0;;;;;;;;;;;;;0;00;56.54671;;0
1;027;001;069;1;2;3;2007;08;3;2006;05;;;;;;;0;00;26.90817;;0
1;027;002;070;1;1;3;2008;07;;;;;;;;;;0;00;46.68142;;0
1;027;005;072;1;1;3;2010;06;;;;;;;;;;0;03;89.07837;;0
1;027;006;073;1;1;3;2007;07;;;;;;;;;;0;02;56.54671;;0
1;027;005;074;1;2;3;2010;05;3;2003;05;;;;;;;0;03;89.07837;;0
1;027;002;076;2;1;1;2002;04;;;;;;;;;;0;00;46.68142;;0
1;027;002;079;2;1;3;2013;08;;;;;;;;;;0;00;46.68142;;0
1;027;005;080;1;1;3;2007;05;;;;;;;;;;0;01;46.68142;;0
1;027;001;081;1;1;1;1994;12;;;;;;;;;;0;00;26.90817;;0
1;027;005;082;1;1;1;2004;06;;;;;;;;;;0;01;56.54671;;0
1;027;002;085;2;1;3;2008;05;;;;;;;;;;0;00;89.07837;;0
1;027;006;086;1;2;3;2012;04;3;2004;05;;;;;;;0;03;89.07837;;0
1;027;002;087;1;1;1;2012;05;;;;;;;;;;0;01;56.54671;;0
1;027;006;088;1;1;1;2002;04;;;;;;;;;;0;00;56.54671;;0
1;027;005;089;1;1;1;2006;05;;;;;;;;;;0;02;46.68142;;0
1;027;001;090;1;2;1;2002;04;3;2006;05;;;;;;;0;02;26.90817;;0
1;027;001;091;1;2;1;2008;04;3;2013;08;;;;;;;0;00;46.68142;;0
1;027;002;092;2;1;1;1995;04;;;;;;;;;;0;00;56.54671;;0
1;027;005;094;1;1;3;2005;07;;;;;;;;;;0;02;46.68142;;0
1;027;005;095;2;0;;;;;;;;;;;;;0;00;56.54671;;0
1;027;009;097;1;1;1;2007;06;;;;;;;;;;0;01;56.54671;;0
1;027;006;099;1;2;3;2005;07;3;2006;07;;;;;;;1;04;36.50562;;0
1;027;001;100;1;1;3;2006;07;;;;;;;;;;0;00;56.54671;;0
1;027;005;102;2;1;3;2006;05;;;;;;;;;;0;00;46.68142;;0
1;027;002;103;2;2;1;2001;05;1;1997;10;;;;;;;0;00;46.68142;;0
1;027;001;104;1;0;;;;;;;;;;;;;0;00;56.54671;;0
1;028;001;001;1;1;3;2011;07;;;;;;;;;;0;00;84.06371;;0
1;028;006;002;1;0;;;;;;;;;;;;;0;00;84.06371;;0
1;028;004;003;1;2;3;2013;06;3;2010;07;;;;;;;1;01;59.29613;;0
1;028;010;008;1;1;3;2010;05;;;;;;;;;;0;00;59.29613;;0
1;028;004;010;1;1;3;2007;04;;;;;;;;;;0;01;84.06371;;0
1;028;005;014;1;2;3;2000;07;3;2012;07;;;;;;;1;05;59.29613;;0
1;028;001;015;1;1;3;2009;05;;;;;;;;;;0;03;49.26700;;0
1;028;008;016;1;0;;;;;;;;;;;;;0;00;84.06371;;0
1;028;006;017;1;0;;;;;;;;;;;;;0;00;84.06371;;0
1;028;006;018;1;1;3;2007;07;;;;;;;;;;1;01;84.06371;;0
1;028;007;020;1;1;1;2006;07;;;;;;;;;;0;01;84.06371;;0
1;028;009;022;1;2;3;2003;07;1;2002;04;;;;;;;1;00;49.26700;;0
1;028;004;023;1;0;;;;;;;;;;;;;0;00;84.06371;;0
1;028;005;024;2;1;3;2005;05;;;;;;;;;;0;00;49.26700;;0
1;028;006;025;1;1;3;2013;05;;;;;;;;;;0;01;59.29613;;0
1;028;007;026;1;1;1;1991;12;;;;;;;;;;0;00;59.29613;;0
1;028;009;027;2;0;;;;;;;;;;;;;0;00;84.06371;;0
1;028;007;028;1;1;1;2009;05;;;;;;;;;;0;01;84.06371;;0
1;028;005;030;1;2;1;1999;06;3;2003;07;;;;;;;0;00;49.26700;;0
1;028;006;031;1;1;3;2007;06;;;;;;;;;;0;01;59.29613;;0
1;028;005;032;1;1;1;2012;05;;;;;;;;;;0;00;59.29613;;0
1;028;005;036;2;0;;;;;;;;;;;;;0;00;84.06371;;0
1;028;003;037;1;2;3;2013;05;3;2007;05;;;;;;;0;00;59.29613;;0
1;028;009;038;1;2;1;1996;10;3;2011;07;;;;;;;0;03;38.35482;;0
1;028;004;039;1;0;;;;;;;;;;;;;0;00;84.06371;;0
1;028;010;040;1;1;3;2012;06;;;;;;;;;;0;02;59.29613;;0
1;028;004;041;1;1;1;2000;04;;;;;;;;;;0;00;84.06371;;0
1;028;006;044;1;1;3;2005;05;;;;;;;;;;0;01;84.06371;;0
1;028;005;046;1;1;1;2006;07;;;;;;;;;;0;00;59.29613;;0
1;028;006;047;1;1;1;2003;04;;;;;;;;;;0;02;84.06371;;0
1;028;010;048;1;1;3;1999;08;;;;;;;;;;0;02;38.35482;;0
1;028;006;051;2;0;;;;;;;;;;;;;0;00;84.06371;;0
1;028;001;052;1;1;1;1999;05;;;;;;;;;;0;01;84.06371;;0
1;028;007;053;1;1;1;2010;07;;;;;;;;;;0;02;49.26700;;0
1;028;010;055;1;1;3;2003;08;;;;;;;;;;0;00;38.35482;;0
1;028;004;057;1;1;1;2010;04;;;;;;;;;;0;01;84.06371;;0
1;028;004;058;1;1;3;2003;08;;;;;;;;;;1;00;49.26700;;0
1;028;001;059;1;2;3;2005;04;3;2008;05;;;;;;;0;00;59.29613;;0
1;028;001;060;1;1;1;2006;05;;;;;;;;;;0;01;49.26700;;0
1;028;004;061;1;1;3;2001;05;;;;;;;;;;0;00;59.29613;;0
1;028;009;062;2;1;1;2009;05;;;;;;;;;;0;00;84.06371;;0
1;028;005;063;1;1;1;2002;04;;;;;;;;;;0;00;84.06371;;0
1;028;009;064;1;1;3;2009;06;;;;;;;;;;0;01;59.29613;;0
1;028;007;065;1;1;3;1998;05;;;;;;;;;;0;00;49.26700;;0
1;028;010;066;1;1;3;2006;05;;;;;;;;;;0;00;38.35482;;0
1;028;006;067;1;0;;;;;;;;;;;;;0;00;84.06371;;0
1;028;003;068;1;2;3;2006;09;3;2012;05;;;;;;;0;02;59.29613;;0
1;028;002;069;1;2;3;2004;06;1;1998;05;;;;;;;0;04;38.35482;;0
1;028;005;070;1;1;1;2001;06;;;;;;;;;;0;00;84.06371;;0
1;028;005;071;1;1;1;2013;04;;;;;;;;;;0;00;84.06371;;0
1;028;001;072;1;2;3;2011;05;3;2013;05;;;;;;;0;02;59.29613;;0
1;028;009;073;1;1;3;1993;06;;;;;;;;;;0;01;49.26700;;0
1;028;009;076;1;1;1;2006;07;;;;;;;;;;0;01;59.29613;;0
1;028;005;077;1;1;1;2004;06;;;;;;;;;;0;01;59.29613;;0
1;028;003;078;1;3;3;1999;06;3;2004;07;3;1998;11;;;;1;01;49.26700;;0
1;028;003;079;1;1;3;2004;05;;;;;;;;;;0;04;84.06371;;0
1;028;005;080;2;0;;;;;;;;;;;;;0;01;84.06371;;0
1;028;010;081;1;0;;;;;;;;;;;;;0;00;59.29613;;0
