id_zone;geo_code
200014;30189
200015;30189
200016;30189
200017;30189
200018;30189
200019;30189
200020;30189
900001;01
900002;02
900003;03
900004;04
900005;05
900006;06
900007;07
900008;08
900009;09
900010;10
900012;12
900014;14
900015;15
900016;16
900017;17
900018;18
900019;19
900020;20
900021;21
900022;22
900023;23
900024;24
900025;25
900026;26
900027;27
900028;28
900029;29
900031;31
900032;32
900033;33
900035;35
900036;36
900037;37
900038;38
900039;39
900040;40
900041;41
900042;42
900043;43
900044;44
900045;45
900046;46
900047;47
900049;49
900050;50
900051;51
900052;52
900053;53
900054;54
900055;55
900056;56
900057;57
900058;58
900059;59
900060;60
900061;61
900062;62
900063;63
900064;64
900065;65
900067;67
900068;68
900069;69
900070;70
900071;71
900072;72
900073;73
900074;74
900075;75
900076;76
900077;77
900078;78
900079;79
900080;80
900081;81
900082;82
900083;83
900084;84
900085;85
900086;86
900087;87
900088;88
900089;89
900090;90
900091;91
900092;92
900093;93
900094;94
900095;95
911001;11001
911002;11002
911003;11003
911004;11004
911005;11005
911006;11006
911007;11007
911008;11008
911009;11009
911010;11010
911011;11011
911012;11012
911013;11013
911014;11014
911015;11015
911016;11016
911017;11017
911018;11018
911019;11019
911020;11020
911021;11021
911022;11022
911023;11023
911024;11024
911025;11025
911026;11026
911027;11027
911028;11028
911029;11029
911030;11030
911031;11031
911032;11032
911033;11033
911034;11034
911035;11035
911036;11036
911037;11037
911038;11038
911039;11039
911040;11040
911041;11041
911042;11042
911043;11043
911044;11044
911045;11045
911046;11046
911047;11047
911048;11048
911049;11049
911050;11050
911051;11051
911052;11052
911053;11053
911054;11054
911055;11055
911056;11056
911057;11057
911058;11058
911059;11059
911060;11060
911061;11061
911062;11062
911063;11063
911064;11064
911065;11065
911066;11066
911067;11067
911068;11068
911069;11069
911070;11070
911071;11071
911072;11072
911073;11073
911074;11074
911075;11075
911076;11076
911077;11077
911078;11078
911079;11079
911080;11080
911081;11081
911082;11082
911083;11083
911084;11084
911085;11085
911086;11086
911087;11087
911088;11088
911089;11089
911090;11090
911091;11091
911092;11092
911093;11093
911094;11094
911095;11095
911096;11096
911097;11097
911098;11098
911099;11099
911100;11100
911101;11101
911102;11102
911103;11103
911104;11104
911105;11105
911106;11106
911107;11107
911108;11108
911109;11109
911110;11110
911111;11111
911112;11112
911113;11113
911114;11114
911115;11115
911116;11116
911117;11117
911118;11118
911119;11119
911120;11120
911121;11121
911122;11122
911123;11123
911124;11124
911125;11125
911126;11126
911127;11127
911128;11128
911129;11129
911130;11130
911131;11131
911132;11132
911133;11133
911134;11134
911135;11135
911136;11136
911137;11137
911138;11138
911139;11139
911140;11140
911141;11141
911142;11142
911143;11143
911144;11144
911145;11145
911146;11146
911147;11147
911148;11148
911149;11149
911150;11150
911151;11151
911152;11152
911153;11153
911154;11154
911155;11155
911156;11156
911157;11157
911158;11158
911159;11159
911160;11160
911161;11161
911162;11162
911163;11163
911164;11164
911165;11165
911166;11166
911167;11167
911168;11168
911169;11169
911170;11170
911171;11171
